Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	Consent	DATASTORE_filetype	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	cell_line	dev_stage	donor_ID	health_state	lab	sample_type	sex	DATASTORE_provider	LibrarySource	Organism
RNA-Seq		250	PRJNA236018	SAMN02732123		public	sra	SRX534589	0	Illumina HiSeq 2000	PAIRED	cDNA	chip_1g_C75	2014-05-08	322	223	ILLUMINA	2014-08-02	SRR1275378	SRS603306	SRP041736	chip_1g_C75	53	K-562 (ATCC® CCL-243?)						female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		250	PRJNA236018	SAMN02732124		public	sra	SRX534590	0	Illumina HiSeq 2000	PAIRED	cDNA	chip_1g_C76	2014-05-08	438	304	ILLUMINA	2014-08-02	SRR1275380	SRS603307	SRP041736	chip_1g_C76	53	K-562 (ATCC® CCL-243?)						female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		250	PRJNA236018	SAMN02732125		public	sra	SRX534591	0	Illumina HiSeq 2000	PAIRED	cDNA	chip_1g_C80	2014-05-08	737	510	ILLUMINA	2014-08-02	SRR1275382	SRS603308	SRP041736	chip_1g_C80	53	K-562 (ATCC® CCL-243?)						female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		250	PRJNA236018	SAMN02732126		public	sra	SRX534592	0	Illumina HiSeq 2000	PAIRED	cDNA	chip_1g_C81	2014-05-08	685	475	ILLUMINA	2014-08-02	SRR1275384	SRS603310	SRP041736	chip_1g_C81	53	K-562 (ATCC® CCL-243?)						female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		195	PRJNA236018	SAMN02732127		public	sra	SRX534593	0	Illumina HiSeq 2000	PAIRED	cDNA	chip_1g_C86	2014-05-08	18	11	ILLUMINA	2014-08-02	SRR1275387	SRS603309	SRP041736	chip_1g_C86	53	K-562 (ATCC® CCL-243?)						female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02792913	BI	GRU	sra	SRX567608	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-223491	2014-10-03	8159	3913	ILLUMINA	2014-06-03	SRR1329704	SRS626954	SRP012682	K-562-SM-5GZWN								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02790811	BI	GRU	sra	SRX571490	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-229359	2014-10-03	7035	3437	ILLUMINA	2014-06-04	SRR1338450	SRS627766	SRP012682	K-562-SM-5LU2Y								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02791470	BI	GRU	sra	SRX572167	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-175511	2014-10-03	6198	2741	ILLUMINA	2014-06-05	SRR1340157	SRS627848	SRP012682	K-562-SM-4PQYN								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02790449	BI	GRU	sra	SRX577567	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-151294	2014-10-03	6047	2408	ILLUMINA	2014-06-08	SRR1352481	SRS629526	SRP012682	K-562-SM-48U2C								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02793331	BI	GRU	sra	SRX580742	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-231137	2014-10-04	7016	3461	ILLUMINA	2014-06-09	SRR1361219	SRS629997	SRP012682	K-562-SM-5NQ9D								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02789561	BI	GRU	sra	SRX583001	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-226791	2014-10-04	7937	4119	ILLUMINA	2014-06-09	SRR1365556	SRS631259	SRP012682	K-562-SM-5J1MB								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02789121	BI	GRU	sra	SRX583831	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-215526	2014-10-04	5607	2472	ILLUMINA	2014-06-10	SRR1367672	SRS631404	SRP012682	K-562-SM-5DUV6								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02793418	BI	GRU	sra	SRX591164	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-194510	2014-10-04	6134	2986	ILLUMINA	2014-06-11	SRR1380740	SRS634796	SRP012682	K-562-SM-4YCCQ								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02790354	BI	GRU	sra	SRX594338	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-206083	2014-10-04	11297	5476	ILLUMINA	2014-06-12	SRR1387355	SRS636082	SRP012682	K-562-SM-57WAW								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02792139	BI	GRU	sra	SRX594967	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-232822	2014-10-04	5563	2425	ILLUMINA	2014-06-13	SRR1388959	SRS636248	SRP012682	K-562-SM-5RQHM								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02790172	BI	GRU	sra	SRX598050	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-230415	2014-10-04	6659	3212	ILLUMINA	2014-06-14	SRR1395462	SRS637599	SRP012682	K-562-SM-5MR32								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02789236	BI	GRU	sra	SRX599097	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-227102	2014-10-04	8464	4570	ILLUMINA	2014-06-14	SRR1398393	SRS637740	SRP012682	K-562-SM-5K7TT								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02791767	BI	GRU	sra	SRX599406	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-187546	2014-10-04	8845	4380	ILLUMINA	2014-06-14	SRR1399223	SRS637816	SRP012682	K-562-SM-4VBPT								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02792862	BI	GRU	sra	SRX602457	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-228564	2014-10-04	6182	3052	ILLUMINA	2014-06-15	SRR1407583	SRS638264	SRP012682	K-562-SM-5KM2I								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02788571	BI	GRU	sra	SRX605061	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-230622	2014-10-04	8239	4053	ILLUMINA	2014-06-17	SRR1414269	SRS639211	SRP012682	K-562-SM-5N9DX								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02790502	BI	GRU	sra	SRX613320	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-179064	2014-10-04	6071	2649	ILLUMINA	2014-06-21	SRR1430001	SRS643857	SRP012682	K-562-SM-4RTUY								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02788327	BI	GRU	sra	SRX616849	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-208097	2014-10-04	6249	3165	ILLUMINA	2014-06-23	SRR1439763	SRS644381	SRP012682	K-562-SM-59HJ4								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02791898	BI	GRU	sra	SRX618105	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-189147	2014-10-04	6416	3016	ILLUMINA	2014-06-23	SRR1443049	SRS644535	SRP012682	K-562-SM-4WAWH								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02789594	BI	GRU	sra	SRX619189	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-176002	2014-10-04	5320	2288	ILLUMINA	2014-06-23	SRR1445789	SRS644665	SRP012682	K-562-SM-4QAR5								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02790636	BI	GRU	sra	SRX619516	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-231433	2014-10-04	6536	3078	ILLUMINA	2014-06-23	SRR1446582	SRS644702	SRP012682	K-562-SM-5O98J								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02788961	BI	GRU	sra	SRX624852	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-214149	2014-10-04	8644	4436	ILLUMINA	2014-06-24	SRR1459078	SRS646027	SRP012682	K-562-SM-5CVL5								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02792690	BI	GRU	sra	SRX628887	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-182730	2014-10-04	9494	4404	ILLUMINA	2014-06-27	SRR1467340	SRS648255	SRP012682	K-562-SM-4TT1D								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263248	SAMN03097991	GEO	public	sra	SRX726613	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-08	4877	3124	ILLUMINA	2014-10-09	SRR1605004	SRS717390	SRP048701	GSM1520019		CML cell line KCL-22							ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263248	SAMN03097994	GEO	public	sra	SRX726616	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-08	5246	3102	ILLUMINA	2014-10-09	SRR1605011	SRS717393	SRP048701	GSM1520022		CML cell line KCL-22							ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA290859	SAMN03921942	GEO	public	sra	SRX1117175	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-07-24	16014	5763	ILLUMINA	2015-08-11	SRR2125812	SRS1010386	SRP061539	GSM1831901		CML-derived K562							ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA290859	SAMN03921944	GEO	public	sra	SRX1117177	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-07-24	11143	4231	ILLUMINA	2015-08-11	SRR2125814	SRS1010383	SRP061539	GSM1831903		CML-derived K562							ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA290859	SAMN03921945	GEO	public	sra	SRX1117178	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-07-24	13993	5162	ILLUMINA	2015-08-11	SRR2125815	SRS1010384	SRP061539	GSM1831904		CML-derived K562							ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA290859	SAMN03921949	GEO	public	sra	SRX1117182	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-07-24	14939	5699	ILLUMINA	2015-08-11	SRR2125819	SRS1010378	SRP061539	GSM1831908		CML-derived K562							ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA30709	SAMN04284324	GEO	public	sra	SRX1603392	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-02-27	17756	11762	ILLUMINA	2016-03-29	SRR3192408	SRS1312898	SRP013565	ENCODE biosample ENCBS087RNA	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04284325	GEO	public	sra	SRX1603394	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-02-27	14911	9835	ILLUMINA	2016-03-29	SRR3192410	SRS1312897	SRP013565	ENCODE biosample ENCBS088RNA	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA30709	SAMN04284324	GEO	public	sra	SRX1603396	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-02-27	16443	10689	ILLUMINA	2016-03-29	SRR3192412	SRS1312898	SRP013565	ENCODE biosample ENCBS087RNA	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04284324	GEO	public	sra	SRX1603398	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-02-27	10903	7183	ILLUMINA	2016-03-29	SRR3192414	SRS1312898	SRP013565	ENCODE biosample ENCBS087RNA	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04284325	GEO	public	sra	SRX1603400	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-02-27	22383	15456	ILLUMINA	2016-03-29	SRR3192416	SRS1312897	SRP013565	ENCODE biosample ENCBS088RNA	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04284325	GEO	public	sra	SRX1603406	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-02-27	19651	13528	ILLUMINA	2016-03-29	SRR3192422	SRS1312897	SRP013565	ENCODE biosample ENCBS088RNA	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04284433	GEO	public	sra	SRX1603521	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-02-28	14132	8728	ILLUMINA	2016-03-29	SRR3192544	SRS1313344	SRP013565	ENCODE biosample ENCBS538WJZ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263248	SAMN03097990	GEO	public	sra	SRX726612	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-08	4136	2640	ILLUMINA	2014-10-09	SRR1605002	SRS717389	SRP048701	GSM1520018		CML cell line KCL-22							ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263248	SAMN03097991	GEO	public	sra	SRX726613	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-08	4781	3063	ILLUMINA	2014-10-09	SRR1605005	SRS717390	SRP048701	GSM1520019		CML cell line KCL-22							ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263248	SAMN03097993	GEO	public	sra	SRX726615	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-08	2887	1821	ILLUMINA	2014-10-09	SRR1605008	SRS717392	SRP048701	GSM1520021		CML cell line KCL-22							ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263248	SAMN03097996	GEO	public	sra	SRX726618	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-08	3152	1826	ILLUMINA	2014-10-09	SRR1605014	SRS717395	SRP048701	GSM1520024		CML cell line KCL-22							ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263248	SAMN03097996	GEO	public	sra	SRX726618	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-08	3287	1940	ILLUMINA	2014-10-09	SRR1605015	SRS717395	SRP048701	GSM1520024		CML cell line KCL-22							ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263248	SAMN03097997	GEO	public	sra	SRX726619	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-08	3721	2244	ILLUMINA	2014-10-09	SRR1605017	SRS717396	SRP048701	GSM1520025		CML cell line KCL-22							ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA290859	SAMN03921947	GEO	public	sra	SRX1117180	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-07-24	11394	4413	ILLUMINA	2015-08-11	SRR2125817	SRS1010381	SRP061539	GSM1831906		CML-derived K562							ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875822	GEO	public	sra	SRX1737859	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	5852	2442	ILLUMINA	2016-05-26	SRR3469377	SRS1418358	SRP013565	ENCODE biosample ENCBS655HQL	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875784	GEO	public	sra	SRX1737863	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	6052	2533	ILLUMINA	2016-05-26	SRR3469381	SRS1418362	SRP013565	ENCODE biosample ENCBS851WPL	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02792415	BI	GRU	sra	SRX629659	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-178968	2014-10-04	6420	2958	ILLUMINA	2014-06-27	SRR1469036	SRS648333	SRP012682	K-562-SM-4RGL3								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02793726	BI	GRU	sra	SRX637752	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-192505	2014-10-04	6964	3151	ILLUMINA	2014-06-28	SRR1489524	SRS649720	SRP012682	K-562-SM-4WWAK								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02787711	BI	GRU	sra	SRX629226	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-194714	2014-10-04	7730	3914	ILLUMINA	2014-06-27	SRR1468072	SRS648288	SRP012682	K-562-SM-51MQT								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02789733	BI	GRU	sra	SRX631807	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-226887	2014-10-04	8526	4576	ILLUMINA	2014-06-27	SRR1474182	SRS648577	SRP012682	K-562-SM-5J2LX								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875769	GEO	public	sra	SRX1737869	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	7131	3063	ILLUMINA	2016-05-26	SRR3469387	SRS1418368	SRP013565	ENCODE biosample ENCBS370QIM	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875811	GEO	public	sra	SRX1737877	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	4068	2708	ILLUMINA	2016-05-26	SRR3469395	SRS1418376	SRP013565	ENCODE biosample ENCBS843ZIK	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875779	GEO	public	sra	SRX1738059	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	5526	2344	ILLUMINA	2016-05-26	SRR3469577	SRS1418550	SRP013565	ENCODE biosample ENCBS741EFJ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875767	GEO	public	sra	SRX1738062	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	5867	2473	ILLUMINA	2016-05-26	SRR3469580	SRS1418554	SRP013565	ENCODE biosample ENCBS305KEA	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875856	GEO	public	sra	SRX1738070	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-03	6722	2911	ILLUMINA	2016-05-26	SRR3469588	SRS1418561	SRP013565	ENCODE biosample ENCBS501VGA	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875802	GEO	public	sra	SRX1738074	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	5867	2537	ILLUMINA	2016-05-26	SRR3469592	SRS1418565	SRP013565	ENCODE biosample ENCBS649VHZ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875958	GEO	public	sra	SRX1738076	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-03	4389	3044	ILLUMINA	2016-05-26	SRR3469594	SRS1418567	SRP013565	ENCODE biosample ENCBS038TWG	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875751	GEO	public	sra	SRX1738080	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-03	6149	2700	ILLUMINA	2016-05-26	SRR3469598	SRS1418571	SRP013565	ENCODE biosample ENCBS293BDC	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		250	PRJNA309391	SAMN05357551	GEO	public	sra	SRX1897291	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-07-05	9063	3618	ILLUMINA	2016-07-21	SRR3743144	SRS1540197	SRP068708	GSM2225088	53 yo	K562							ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		250	PRJNA309391	SAMN05357552	GEO	public	sra	SRX1897292	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-07-05	7786	3093	ILLUMINA	2016-07-21	SRR3743145	SRS1540199	SRP068708	GSM2225089	53 yo	K562							ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		152	PRJNA30709	SAMN05733814	GEO	public	sra	SRX2156840	0	Illumina Genome Analyzer IIx	PAIRED	cDNA		2016-09-10	16465	11641	ILLUMINA	2017-05-09	SRR4235542	SRS1686781	SRP013565	ENCODE biosample ENCBS723AAA	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Thomas Gingeras, CSHL	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05896898	GEO	public	sra	SRX2243626	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	3466	2305	ILLUMINA	2016-11-14	SRR4421317	SRS1744518	SRP013565	ENCODE biosample ENCBS139SNH	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897135	GEO	public	sra	SRX2243632	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	7702	4743	ILLUMINA	2016-11-14	SRR4421323	SRS1744526	SRP013565	ENCODE biosample ENCBS380BDK	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897657	GEO	public	sra	SRX2243648	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	8597	5089	ILLUMINA	2016-11-14	SRR4421339	SRS1744531	SRP013565	ENCODE biosample ENCBS877RXF	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897335	GEO	public	sra	SRX2243656	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	3866	2616	ILLUMINA	2016-11-14	SRR4421347	SRS1744544	SRP013565	ENCODE biosample ENCBS579CNZ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05896946	GEO	public	sra	SRX2243666	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	3970	2703	ILLUMINA	2016-11-14	SRR4421357	SRS1744553	SRP013565	ENCODE biosample ENCBS174YKM	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897764	GEO	public	sra	SRX2243668	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-13	5036	2445	ILLUMINA	2016-11-14	SRR4421359	SRS1744547	SRP013565	ENCODE biosample ENCBS975JQF	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897439	GEO	public	sra	SRX2243672	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	10462	5849	ILLUMINA	2016-11-14	SRR4421363	SRS1744550	SRP013565	ENCODE biosample ENCBS677GYI	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05896837	GEO	public	sra	SRX2243678	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	11653	7056	ILLUMINA	2016-11-14	SRR4421369	SRS1744556	SRP013565	ENCODE biosample ENCBS071UNK	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897026	GEO	public	sra	SRX2243682	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	8080	4642	ILLUMINA	2016-11-14	SRR4421373	SRS1744561	SRP013565	ENCODE biosample ENCBS254WUV	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
