Assay_Type	AvgSpotLen	BioProject	BioSample	Center_Name	ENA_FIRST_PUBLIC	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	g1k_pop_code	population	AssemblyName	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_LAST_UPDATE	LibrarySource	Organism	Strain	g1k_analysis_group
OTHER	36	PRJEB3365	SAMEA1573251	University of Geneva	2012-11-06	ERX162198	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00330.1.MI_120104_3 extract	2012-11-06	277	166	ILLUMINA	2012-11-06	ERR187546	ERS185042	ERP001941	GEUV:HG00330		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573495	University of Geneva	2012-11-06	ERX162435	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00235.1.MI_120104_2 extract	2012-11-06	595	358	ILLUMINA	2012-11-06	ERR187547	ERS185279	ERP001941	GEUV:HG00235		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573136	Leiden University Medical Center	2012-11-06	ERX162579	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00143.7.MI_120224_2 extract	2012-11-06	156	108	ILLUMINA	2012-11-06	ERR187548	ERS185423	ERP001941	GEUV:HG00143		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573446	University of Geneva	2012-11-06	ERX162518	0	Illumina HiSeq 2000	SINGLE	cDNA	NA20508.1.MI_120104_1 extract	2012-11-06	101	65	ILLUMINA	2012-11-06	ERR187549	ERS185362	ERP001941	GEUV:NA20508		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573537	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162525	0	Illumina HiSeq 2000	SINGLE	cDNA	NA18505.3.MI_120120_5 extract	2012-11-06	277	182	ILLUMINA	2012-11-06	ERR187550	ERS185369	ERP001941	GEUV:NA18505		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573541	University of Geneva	2012-11-06	ERX162484	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00278.1.MI_120104_2 extract	2012-11-06	172	101	ILLUMINA	2012-11-06	ERR187551	ERS185328	ERP001941	GEUV:HG00278		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573380	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162549	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00380.3.MI_120120_2 extract	2012-11-06	201	135	ILLUMINA	2012-11-06	ERR187552	ERS185393	ERP001941	GEUV:HG00380		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573202	University of Geneva	2012-11-06	ERX162295	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00320.1.MI_120104_2 extract	2012-11-06	169	104	ILLUMINA	2012-11-06	ERR187553	ERS185139	ERP001941	GEUV:HG00320		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573167	University of Geneva	2012-11-06	ERX162302	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00306.1.MI_120104_4 extract	2012-11-06	124	76	ILLUMINA	2012-11-06	ERR187554	ERS185146	ERP001941	GEUV:HG00306		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573455	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162617	0	Illumina HiSeq 2000	SINGLE	cDNA	NA12874.3.MI_120120_1 extract	2012-11-06	402	247	ILLUMINA	2012-11-06	ERR187555	ERS185461	ERP001941	GEUV:NA12874		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573413	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162223	0	Illumina HiSeq 2000	SINGLE	cDNA	NA10851.4.MI_120208_5 extract	2012-11-06	417	253	ILLUMINA	2012-11-06	ERR187556	ERS185067	ERP001941	GEUV:NA10851		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573529	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162623	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00275.4.MI_120524_3 extract	2012-11-06	229	142	ILLUMINA	2012-11-06	ERR187557	ERS185467	ERP001941	GEUV:HG00275		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573374	University of Geneva	2012-11-06	ERX162559	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00126.1.MI_120104_1 extract	2012-11-06	159	99	ILLUMINA	2012-11-06	ERR187558	ERS185403	ERP001941	GEUV:HG00126		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573350	CNAG and CRG	2012-11-06	ERX162366	0	Illumina HiSeq 2000	SINGLE	cDNA	NA19107.2.MI_120126_6 extract	2012-11-06	250	158	ILLUMINA	2012-11-06	ERR187526	ERS185210	ERP001941	GEUV:NA19107		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573509	University of Geneva	2012-11-06	ERX162434	0	Illumina HiSeq 2000	SINGLE	cDNA	NA20800.1.MI_120104_1 extract	2012-11-06	166	106	ILLUMINA	2012-11-06	ERR187559	ERS185278	ERP001941	GEUV:NA20800		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573505	CNAG and CRG	2012-11-06	ERX162232	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00373.2.MI_120126_1 extract	2012-11-06	371	247	ILLUMINA	2012-11-06	ERR187560	ERS185076	ERP001941	GEUV:HG00373		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573180	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162288	0	Illumina HiSeq 2000	SINGLE	cDNA	NA20804.4.MI_120524_3 extract	2012-11-06	158	92	ILLUMINA	2012-11-06	ERR187561	ERS185132	ERP001941	GEUV:NA20804		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573307	University of Geneva	2012-11-06	ERX162323	0	Illumina HiSeq 2000	SINGLE	cDNA	NA20519.1.MI_120104_4 extract	2012-11-06	362	218	ILLUMINA	2012-11-06	ERR187562	ERS185167	ERP001941	GEUV:NA20519		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573082	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162343	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00327.3.MI_120120_4 extract	2012-11-06	438	283	ILLUMINA	2012-11-06	ERR187563	ERS185187	ERP001941	GEUV:HG00327		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	50	PRJEB3365	SAMEA1573087	Uppsala University	2012-11-06	ERX162544	0	Illumina HiSeq 2000	SINGLE	cDNA	NA20798.6.MI_120217_2 extract	2012-11-06	204	145	ILLUMINA	2012-11-06	ERR187564	ERS185388	ERP001941	GEUV:NA20798		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573263	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162541	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00381.3.MI_120120_1 extract	2012-11-06	224	140	ILLUMINA	2012-11-06	ERR187565	ERS185385	ERP001941	GEUV:HG00381		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573337	University of Geneva	2012-11-06	ERX162367	0	Illumina HiSeq 2000	SINGLE	cDNA	NA18933.1.MI_120104_2 extract	2012-11-06	131	84	ILLUMINA	2012-11-06	ERR187566	ERS185211	ERP001941	GEUV:NA18933		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573181	University of Geneva	2012-11-06	ERX162303	0	Illumina HiSeq 2000	SINGLE	cDNA	NA12489.1.MI_120104_4 extract	2012-11-06	342	201	ILLUMINA	2012-11-06	ERR187567	ERS185147	ERP001941	GEUV:NA12489		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573539	University of Geneva	2012-11-06	ERX162554	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00179.1.MI_120104_1 extract	2012-11-06	441	253	ILLUMINA	2012-11-06	ERR187568	ERS185398	ERP001941	GEUV:HG00179		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573324	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162322	0	Illumina HiSeq 2000	SINGLE	cDNA	NA19144.4.MI_120208_5 extract	2012-11-06	240	152	ILLUMINA	2012-11-06	ERR187569	ERS185166	ERP001941	GEUV:NA19144		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573083	University of Geneva	2012-11-06	ERX162286	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00383.1.MI_120104_1 extract	2012-11-06	209	133	ILLUMINA	2012-11-06	ERR187570	ERS185130	ERP001941	GEUV:HG00383		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573240	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162354	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00350.3.MI_120120_3 extract	2012-11-06	280	183	ILLUMINA	2012-11-06	ERR187571	ERS185198	ERP001941	GEUV:HG00350		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573355	Leiden University Medical Center	2012-11-06	ERX162597	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00309.7.MI_120224_3 extract	2012-11-06	208	149	ILLUMINA	2012-11-06	ERR187572	ERS185441	ERP001941	GEUV:HG00309		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573399	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162532	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00154.5.MI_120327_7 extract	2012-11-06	825	546	ILLUMINA	2012-11-06	ERR187573	ERS185376	ERP001941	GEUV:HG00154		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573304	CNAG and CRG	2012-11-06	ERX162369	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00313.2.MI_120126_7 extract	2012-11-06	257	163	ILLUMINA	2012-11-06	ERR187574	ERS185213	ERP001941	GEUV:HG00313		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573359	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162320	0	Illumina HiSeq 2000	SINGLE	cDNA	NA20816.3.MI_120120_5 extract	2012-11-06	222	146	ILLUMINA	2012-11-06	ERR187575	ERS185164	ERP001941	GEUV:NA20816		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573442	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162628	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00257.4.MI_120524_1 extract	2012-11-06	180	112	ILLUMINA	2012-11-06	ERR187576	ERS185472	ERP001941	GEUV:HG00257		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	50	PRJEB3365	SAMEA1573468	Uppsala University	2012-11-06	ERX162229	0	Illumina HiSeq 2000	SINGLE	cDNA	NA19172.6.MI_120217_1 extract	2012-11-06	241	167	ILLUMINA	2012-11-06	ERR187577	ERS185073	ERP001941	GEUV:NA19172		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573225	University of Geneva	2012-11-06	ERX162260	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00342.1.MI_120104_2 extract	2012-11-06	286	178	ILLUMINA	2012-11-06	ERR187578	ERS185104	ERP001941	GEUV:HG00342		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573538	University of Geneva	2012-11-06	ERX162296	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00107.1.MI_120104_1 extract	2012-11-06	248	152	ILLUMINA	2012-11-06	ERR187579	ERS185140	ERP001941	GEUV:HG00107		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573392	Leiden University Medical Center	2012-11-06	ERX162572	0	Illumina HiSeq 2000	SINGLE	cDNA	NA12399.7.MI_120224_2 extract	2012-11-06	219	159	ILLUMINA	2012-11-06	ERR187580	ERS185416	ERP001941	GEUV:NA12399		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573382	Leiden University Medical Center	2012-11-06	ERX162453	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00365.7.MI_120224_3 extract	2012-11-06	186	133	ILLUMINA	2012-11-06	ERR187581	ERS185297	ERP001941	GEUV:HG00365		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573094	CNAG and CRG	2012-11-06	ERX162583	0	Illumina HiSeq 2000	SINGLE	cDNA	NA20810.2.MI_120126_1 extract	2012-11-06	686	398	ILLUMINA	2012-11-06	ERR187582	ERS185427	ERP001941	GEUV:NA20810		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573388	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162317	0	Illumina HiSeq 2000	SINGLE	cDNA	NA20778.4.MI_120208_5 extract	2012-11-06	272	166	ILLUMINA	2012-11-06	ERR187583	ERS185161	ERP001941	GEUV:NA20778		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573270	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162196	0	Illumina HiSeq 2000	SINGLE	cDNA	NA12348.3.MI_120120_5 extract	2012-11-06	368	235	ILLUMINA	2012-11-06	ERR187584	ERS185040	ERP001941	GEUV:NA12348		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573451	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162561	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00120.3.MI_120120_6 extract	2012-11-06	351	226	ILLUMINA	2012-11-06	ERR187585	ERS185405	ERP001941	GEUV:HG00120		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573086	CNAG and CRG	2012-11-06	ERX162248	0	Illumina HiSeq 2000	SINGLE	cDNA	NA11994.2.MI_120126_8 extract	2012-11-06	458	278	ILLUMINA	2012-11-06	ERR187586	ERS185092	ERP001941	GEUV:NA11994		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573322	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162528	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00253.5.MI_120327_7 extract	2012-11-06	680	440	ILLUMINA	2012-11-06	ERR187587	ERS185372	ERP001941	GEUV:HG00253		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573427	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162481	0	Illumina HiSeq 2000	SINGLE	cDNA	NA19189.5.MI_120327_7 extract	2012-11-06	360	234	ILLUMINA	2012-11-06	ERR187588	ERS185325	ERP001941	GEUV:NA19189		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573310	University of Geneva	2012-11-06	ERX162221	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00180.1.MI_120104_1 extract	2012-11-06	380	242	ILLUMINA	2012-11-06	ERR187589	ERS185065	ERP001941	GEUV:HG00180		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573121	University of Geneva	2012-11-06	ERX162404	0	Illumina HiSeq 2000	SINGLE	cDNA	NA12815.1.MI_120104_4 extract	2012-11-06	178	112	ILLUMINA	2012-11-06	ERR187590	ERS185248	ERP001941	GEUV:NA12815		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573242	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162199	0	Illumina HiSeq 2000	SINGLE	cDNA	NA12154.5.MI_120327_3 extract	2012-11-06	575	333	ILLUMINA	2012-11-06	ERR187591	ERS185043	ERP001941	GEUV:NA12154		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573241	University of Geneva	2012-11-06	ERX162396	0	Illumina HiSeq 2000	SINGLE	cDNA	NA11881.1.MI_120104_1 extract	2012-11-06	286	175	ILLUMINA	2012-11-06	ERR187592	ERS185240	ERP001941	GEUV:NA11881		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573503	University of Geneva	2012-11-06	ERX162467	0	Illumina HiSeq 2000	SINGLE	cDNA	NA12718.1.MI_120104_3 extract	2012-11-06	225	135	ILLUMINA	2012-11-06	ERR187593	ERS185311	ERP001941	GEUV:NA12718		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573101	Leiden University Medical Center	2012-11-06	ERX162421	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00331.7.MI_120224_3 extract	2012-11-06	363	251	ILLUMINA	2012-11-06	ERR187594	ERS185265	ERP001941	GEUV:HG00331		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573289	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162284	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00099.5.MI_120327_3 extract	2012-11-06	790	484	ILLUMINA	2012-11-06	ERR187595	ERS185128	ERP001941	GEUV:HG00099		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573357	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162220	0	Illumina HiSeq 2000	SINGLE	cDNA	NA19098.5.MI_120327_1 extract	2012-11-06	267	162	ILLUMINA	2012-11-06	ERR187596	ERS185064	ERP001941	GEUV:NA19098		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573265	CNAG and CRG	2012-11-06	ERX162347	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00111.2.MI_120126_2 extract	2012-11-06	410	239	ILLUMINA	2012-11-06	ERR187597	ERS185191	ERP001941	GEUV:HG00111		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573084	University of Geneva	2012-11-06	ERX162489	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00149.1.MI_120104_3 extract	2012-11-06	149	93	ILLUMINA	2012-11-06	ERR187598	ERS185333	ERP001941	GEUV:HG00149		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573204	Leiden University Medical Center	2012-11-06	ERX162449	0	Illumina HiSeq 2000	SINGLE	cDNA	NA12775.7.MI_120224_3 extract	2012-11-06	673	454	ILLUMINA	2012-11-06	ERR187599	ERS185293	ERP001941	GEUV:NA12775		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573271	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162211	0	Illumina HiSeq 2000	SINGLE	cDNA	NA18488.4.MI_120524_3 extract	2012-11-06	150	94	ILLUMINA	2012-11-06	ERR187600	ERS185055	ERP001941	GEUV:NA18488		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573227	University of Geneva	2012-11-06	ERX162601	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00323.1.MI_120104_1 extract	2012-11-06	241	155	ILLUMINA	2012-11-06	ERR187601	ERS185445	ERP001941	GEUV:HG00323		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	50	PRJEB3365	SAMEA1573107	Uppsala University	2012-11-06	ERX162403	0	Illumina HiSeq 2000	SINGLE	cDNA	NA19225.6.MI_120217_2 extract	2012-11-06	210	146	ILLUMINA	2012-11-06	ERR187602	ERS185247	ERP001941	GEUV:NA19225		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573501	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162308	0	Illumina HiSeq 2000	SINGLE	cDNA	NA19138.3.MI_120120_2 extract	2012-11-06	536	371	ILLUMINA	2012-11-06	ERR187603	ERS185152	ERP001941	GEUV:NA19138		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573449	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162552	0	Illumina HiSeq 2000	SINGLE	cDNA	NA18510.3.MI_120120_1 extract	2012-11-06	348	231	ILLUMINA	2012-11-06	ERR187604	ERS185396	ERP001941	GEUV:NA18510		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573421	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162224	0	Illumina HiSeq 2000	SINGLE	cDNA	NA19210.4.MI_120208_5 extract	2012-11-06	528	336	ILLUMINA	2012-11-06	ERR187605	ERS185068	ERP001941	GEUV:NA19210		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	50	PRJEB3365	SAMEA1573097	Uppsala University	2012-11-06	ERX162545	0	Illumina HiSeq 2000	SINGLE	cDNA	NA12842.6.MI_120217_2 extract	2012-11-06	368	255	ILLUMINA	2012-11-06	ERR187606	ERS185389	ERP001941	GEUV:NA12842		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573458	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162479	0	Illumina HiSeq 2000	SINGLE	cDNA	NA12155.4.MI_120524_3 extract	2012-11-06	684	408	ILLUMINA	2012-11-06	ERR187607	ERS185323	ERP001941	GEUV:NA12155		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573438	University of Geneva	2012-11-06	ERX162313	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00281.1.MI_120104_4 extract	2012-11-06	189	116	ILLUMINA	2012-11-06	ERR187608	ERS185157	ERP001941	GEUV:HG00281		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573490	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162231	0	Illumina HiSeq 2000	SINGLE	cDNA	NA12287.3.MI_120120_2 extract	2012-11-06	413	274	ILLUMINA	2012-11-06	ERR187609	ERS185075	ERP001941	GEUV:NA12287		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573493	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162189	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00135.3.MI_120120_2 extract	2012-11-06	511	358	ILLUMINA	2012-11-06	ERR187610	ERS185033	ERP001941	GEUV:HG00135		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	50	PRJEB3365	SAMEA1573260	Uppsala University	2012-11-06	ERX162338	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00261.6.MI_120217_1 extract	2012-11-06	282	196	ILLUMINA	2012-11-06	ERR187611	ERS185182	ERP001941	GEUV:HG00261		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
