Assay_Type	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	population	Consent	Strain
OTHER	36	PRJEB3365	SAMEA1573187	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162203	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00378.5.MI_120327_5 extract	2012-11-07	1332	912	Homo sapiens	ILLUMINA	2012-11-07	ERR187511	ERS185047	ERP001941	GEUV:HG00378	FIN	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573485	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162378	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00375.4.MI_120524_1 extract	2012-11-06	198	122	Homo sapiens	ILLUMINA	2012-11-06	ERR187512	ERS185222	ERP001941	GEUV:HG00375	FIN	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573190	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162476	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20520.3.MI_120120_3 extract	2012-11-06	201	133	Homo sapiens	ILLUMINA	2012-11-06	ERR187513	ERS185320	ERP001941	GEUV:NA20520	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573487	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162299	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA12763.2.MI_120126_8 extract	2012-11-06	389	248	Homo sapiens	ILLUMINA	2012-11-06	ERR187514	ERS185143	ERP001941	GEUV:NA12763	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573484	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162393	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00236.5.MI_120327_5 extract	2012-11-06	1101	767	Homo sapiens	ILLUMINA	2012-11-06	ERR187515	ERS185237	ERP001941	GEUV:HG00236	GBR	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573387	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162615	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20828.2.MI_120126_8 extract	2012-11-06	282	166	Homo sapiens	ILLUMINA	2012-11-06	ERR187516	ERS185459	ERP001941	GEUV:NA20828	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573274	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162336	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA07357.2.MI_120126_7 extract	2012-11-06	488	313	Homo sapiens	ILLUMINA	2012-11-06	ERR187517	ERS185180	ERP001941	GEUV:NA07357	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573331	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162444	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA12762.4.MI_120208_5 extract	2012-11-06	238	153	Homo sapiens	ILLUMINA	2012-11-06	ERR187518	ERS185288	ERP001941	GEUV:NA12762	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573394	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162245	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00178.4.MI_120524_3 extract	2012-11-07	97	61	Homo sapiens	ILLUMINA	2012-11-07	ERR187519	ERS185089	ERP001941	GEUV:HG00178	FIN	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573386	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162458	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00371.1.MI_120104_1 extract	2012-11-06	181	116	Homo sapiens	ILLUMINA	2012-11-06	ERR187520	ERS185302	ERP001941	GEUV:HG00371	FIN	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573138	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162300	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20534.2.MI_120126_2 extract	2012-11-06	564	381	Homo sapiens	ILLUMINA	2012-11-06	ERR187521	ERS185144	ERP001941	GEUV:NA20534	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573327	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162207	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA11920.2.MI_120126_6 extract	2012-11-06	262	164	Homo sapiens	ILLUMINA	2012-11-06	ERR187522	ERS185051	ERP001941	GEUV:NA11920	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573470	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162193	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA19095.3.MI_120120_6 extract	2012-11-06	368	251	Homo sapiens	ILLUMINA	2012-11-06	ERR187523	ERS185037	ERP001941	GEUV:NA19095	YRI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573200	Leiden University Medical Center	sra	ncbi	2012-11-06	2018-03-08	ERX162240	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00361.7.MI_120224_3 extract	2012-11-06	500	362	Homo sapiens	ILLUMINA	2012-11-06	ERR187524	ERS185084	ERP001941	GEUV:HG00361	FIN	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573477	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162432	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00096.1.MI_120104_4 extract	2012-11-06	303	189	Homo sapiens	ILLUMINA	2012-11-06	ERR187525	ERS185276	ERP001941	GEUV:HG00096	GBR	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573350	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162366	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA19107.2.MI_120126_6 extract	2012-11-06	250	158	Homo sapiens	ILLUMINA	2012-11-06	ERR187526	ERS185210	ERP001941	GEUV:NA19107	YRI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573148	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162593	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA18508.1.MI_120104_2 extract	2012-11-06	97	63	Homo sapiens	ILLUMINA	2012-11-06	ERR187527	ERS185437	ERP001941	GEUV:NA18508	YRI	public	lymphoblastoid cell line
OTHER	50	PRJEB3365	SAMEA1573179	Uppsala University	sra	ncbi	2012-11-06	2018-03-08	ERX162205	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA18907.6.MI_120309_1 extract	2012-11-06	1205	812	Homo sapiens	ILLUMINA	2012-11-06	ERR187528	ERS185049	ERP001941	GEUV:NA18907	YRI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573524	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162555	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00360.3.MI_120120_1 extract	2012-11-06	152	97	Homo sapiens	ILLUMINA	2012-11-06	ERR187529	ERS185399	ERP001941	GEUV:HG00360	FIN	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573228	Leiden University Medical Center	sra	ncbi	2012-11-06	2018-03-08	ERX162256	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA18511.7.MI_120224_2 extract	2012-11-06	256	190	Homo sapiens	ILLUMINA	2012-11-06	ERR187530	ERS185100	ERP001941	GEUV:NA18511	YRI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573515	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162622	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00258.1.MI_120104_1 extract	2012-11-06	219	138	Homo sapiens	ILLUMINA	2012-11-06	ERR187531	ERS185466	ERP001941	GEUV:HG00258	GBR	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573497	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162606	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20812.2.MI_120126_7 extract	2012-11-06	304	195	Homo sapiens	ILLUMINA	2012-11-06	ERR187532	ERS185450	ERP001941	GEUV:NA20812	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573543	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162324	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00353.1.MI_120104_3 extract	2012-11-06	305	181	Homo sapiens	ILLUMINA	2012-11-06	ERR187533	ERS185168	ERP001941	GEUV:HG00353	FIN	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573185	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162241	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00101.1.MI_120104_4 extract	2012-11-07	303	190	Homo sapiens	ILLUMINA	2012-11-07	ERR187534	ERS185085	ERP001941	GEUV:HG00101	GBR	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573323	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162472	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA19200.2.MI_120126_5 extract	2012-11-06	324	208	Homo sapiens	ILLUMINA	2012-11-06	ERR187535	ERS185316	ERP001941	GEUV:NA19200	YRI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573142	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162183	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00349.4.MI_120524_1 extract	2012-11-06	176	105	Homo sapiens	ILLUMINA	2012-11-06	ERR187646	ERS185027	ERP001941	GEUV:HG00349	FIN	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573112	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162185	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA12044.4.MI_120524_3 extract	2012-11-06	122	75	Homo sapiens	ILLUMINA	2012-11-06	ERR187655	ERS185029	ERP001941	GEUV:NA12044	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573333	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162186	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20795.5.MI_120327_1 extract	2012-11-06	164	100	Homo sapiens	ILLUMINA	2012-11-06	ERR187635	ERS185030	ERP001941	GEUV:NA20795	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573493	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162189	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00135.3.MI_120120_2 extract	2012-11-06	511	358	Homo sapiens	ILLUMINA	2012-11-06	ERR187610	ERS185033	ERP001941	GEUV:HG00135	GBR	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573432	Leiden University Medical Center	sra	ncbi	2012-11-06	2018-03-08	ERX162194	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA19093.7.MI_120224_3 extract	2012-11-06	252	187	Homo sapiens	ILLUMINA	2012-11-06	ERR187705	ERS185038	ERP001941	GEUV:NA19093	YRI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573441	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162195	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA12778.1.MI_120104_3 extract	2012-11-06	628	348	Homo sapiens	ILLUMINA	2012-11-06	ERR187724	ERS185039	ERP001941	GEUV:NA12778	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573270	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162196	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA12348.3.MI_120120_5 extract	2012-11-06	368	235	Homo sapiens	ILLUMINA	2012-11-06	ERR187584	ERS185040	ERP001941	GEUV:NA12348	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573251	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162198	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00330.1.MI_120104_3 extract	2012-11-06	277	166	Homo sapiens	ILLUMINA	2012-11-06	ERR187546	ERS185042	ERP001941	GEUV:HG00330	FIN	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573242	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162199	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA12154.5.MI_120327_3 extract	2012-11-06	575	333	Homo sapiens	ILLUMINA	2012-11-06	ERR187591	ERS185043	ERP001941	GEUV:NA12154	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573224	Leiden University Medical Center	sra	ncbi	2012-11-06	2018-03-08	ERX162201	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG01334.7.MI_120224_3 extract	2012-11-06	350	259	Homo sapiens	ILLUMINA	2012-11-06	ERR187704	ERS185045	ERP001941	GEUV:HG01334	GBR	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573208	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162202	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00255.2.MI_120126_5 extract	2012-11-06	280	179	Homo sapiens	ILLUMINA	2012-11-06	ERR187670	ERS185046	ERP001941	GEUV:HG00255	GBR	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573328	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162208	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA12341.1.MI_120104_1 extract	2012-11-06	353	211	Homo sapiens	ILLUMINA	2012-11-06	ERR187660	ERS185052	ERP001941	GEUV:NA12341	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573347	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162209	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA11993.2.MI_120126_6 extract	2012-11-06	339	204	Homo sapiens	ILLUMINA	2012-11-06	ERR187653	ERS185053	ERP001941	GEUV:NA11993	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573271	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162211	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA18488.4.MI_120524_3 extract	2012-11-06	150	94	Homo sapiens	ILLUMINA	2012-11-06	ERR187600	ERS185055	ERP001941	GEUV:NA18488	YRI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573295	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162213	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20589.1.MI_120104_4 extract	2012-11-06	197	123	Homo sapiens	ILLUMINA	2012-11-06	ERR187712	ERS185057	ERP001941	GEUV:NA20589	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573486	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162216	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA12058.5.MI_120327_7 extract	2012-11-06	1654	1074	Homo sapiens	ILLUMINA	2012-11-06	ERR187692	ERS185060	ERP001941	GEUV:NA12058	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573339	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162219	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA19119.3.MI_120120_3 extract	2012-11-06	352	229	Homo sapiens	ILLUMINA	2012-11-06	ERR187612	ERS185063	ERP001941	GEUV:NA19119	YRI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573357	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162220	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA19098.5.MI_120327_1 extract	2012-11-06	267	162	Homo sapiens	ILLUMINA	2012-11-06	ERR187596	ERS185064	ERP001941	GEUV:NA19098	YRI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573310	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162221	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00180.1.MI_120104_1 extract	2012-11-06	380	242	Homo sapiens	ILLUMINA	2012-11-06	ERR187589	ERS185065	ERP001941	GEUV:HG00180	FIN	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573413	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162223	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA10851.4.MI_120208_5 extract	2012-11-06	417	253	Homo sapiens	ILLUMINA	2012-11-06	ERR187556	ERS185067	ERP001941	GEUV:NA10851	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573421	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162224	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA19210.4.MI_120208_5 extract	2012-11-06	528	336	Homo sapiens	ILLUMINA	2012-11-06	ERR187605	ERS185068	ERP001941	GEUV:NA19210	YRI	public	lymphoblastoid cell line
OTHER	50	PRJEB3365	SAMEA1573454	Uppsala University	sra	ncbi	2012-11-06	2018-03-08	ERX162228	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA11840.6.MI_120217_2 extract	2012-11-06	342	238	Homo sapiens	ILLUMINA	2012-11-06	ERR187661	ERS185072	ERP001941	GEUV:NA11840	CEU	public	lymphoblastoid cell line
OTHER	50	PRJEB3365	SAMEA1573468	Uppsala University	sra	ncbi	2012-11-06	2018-03-08	ERX162229	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA19172.6.MI_120217_1 extract	2012-11-06	241	167	Homo sapiens	ILLUMINA	2012-11-06	ERR187577	ERS185073	ERP001941	GEUV:NA19172	YRI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573490	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162231	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA12287.3.MI_120120_2 extract	2012-11-06	413	274	Homo sapiens	ILLUMINA	2012-11-06	ERR187609	ERS185075	ERP001941	GEUV:NA12287	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573505	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162232	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00373.2.MI_120126_1 extract	2012-11-06	371	247	Homo sapiens	ILLUMINA	2012-11-06	ERR187560	ERS185076	ERP001941	GEUV:HG00373	FIN	public	lymphoblastoid cell line
OTHER	50	PRJEB3365	SAMEA1573510	Uppsala University	sra	ncbi	2012-11-06	2018-03-08	ERX162233	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20769.6.MI_120217_2 extract	2012-11-06	270	189	Homo sapiens	ILLUMINA	2012-11-06	ERR187643	ERS185077	ERP001941	GEUV:NA20769	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573143	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162239	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00118.4.MI_120524_1 extract	2012-11-06	373	236	Homo sapiens	ILLUMINA	2012-11-06	ERR187700	ERS185083	ERP001941	GEUV:HG00118	GBR	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573407	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162244	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA18916.2.MI_120126_3 extract	2012-11-06	379	238	Homo sapiens	ILLUMINA	2012-11-06	ERR187652	ERS185088	ERP001941	GEUV:NA18916	YRI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573086	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162248	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA11994.2.MI_120126_8 extract	2012-11-06	458	278	Homo sapiens	ILLUMINA	2012-11-06	ERR187586	ERS185092	ERP001941	GEUV:NA11994	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573233	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162255	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00125.1.MI_120104_4 extract	2012-11-06	143	90	Homo sapiens	ILLUMINA	2012-11-06	ERR187729	ERS185099	ERP001941	GEUV:HG00125	GBR	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573225	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162260	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00342.1.MI_120104_2 extract	2012-11-06	286	178	Homo sapiens	ILLUMINA	2012-11-06	ERR187578	ERS185104	ERP001941	GEUV:HG00342	FIN	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573169	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162261	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00240.2.MI_120126_3 extract	2012-11-06	472	298	Homo sapiens	ILLUMINA	2012-11-06	ERR187627	ERS185105	ERP001941	GEUV:HG00240	GBR	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573198	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162262	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00269.2.MI_120126_8 extract	2012-11-06	258	151	Homo sapiens	ILLUMINA	2012-11-06	ERR187714	ERS185106	ERP001941	GEUV:HG00269	FIN	public	lymphoblastoid cell line
OTHER	50	PRJEB3365	SAMEA1573146	Uppsala University	sra	ncbi	2012-11-06	2018-03-08	ERX162263	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA11829.6.MI_120217_1 extract	2012-11-06	222	150	Homo sapiens	ILLUMINA	2012-11-06	ERR187680	ERS185107	ERP001941	GEUV:NA11829	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573158	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162265	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA12005.4.MI_120208_5 extract	2012-11-06	709	431	Homo sapiens	ILLUMINA	2012-11-06	ERR187702	ERS185109	ERP001941	GEUV:NA12005	CEU	public	lymphoblastoid cell line
OTHER	50	PRJEB3365	SAMEA1573354	Uppsala University	sra	ncbi	2012-11-06	2018-03-08	ERX162267	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00145.6.MI_120217_1 extract	2012-11-06	507	346	Homo sapiens	ILLUMINA	2012-11-06	ERR187540	ERS185111	ERP001941	GEUV:HG00145	GBR	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573253	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162268	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20806.3.MI_120120_1 extract	2012-11-06	293	170	Homo sapiens	ILLUMINA	2012-11-06	ERR187720	ERS185112	ERP001941	GEUV:NA20806	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573220	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162274	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00364.2.MI_120126_2 extract	2012-11-06	469	317	Homo sapiens	ILLUMINA	2012-11-06	ERR187678	ERS185118	ERP001941	GEUV:HG00364	FIN	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573222	Leiden University Medical Center	sra	ncbi	2012-11-06	2018-03-08	ERX162277	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20774.7.MI_120224_2 extract	2012-11-06	145	106	Homo sapiens	ILLUMINA	2012-11-06	ERR187689	ERS185121	ERP001941	GEUV:NA20774	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573254	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162280	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA18517.3.MI_120120_1 extract	2012-11-06	271	176	Homo sapiens	ILLUMINA	2012-11-06	ERR187671	ERS185124	ERP001941	GEUV:NA18517	YRI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573289	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162284	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00099.5.MI_120327_3 extract	2012-11-06	790	484	Homo sapiens	ILLUMINA	2012-11-06	ERR187595	ERS185128	ERP001941	GEUV:HG00099	GBR	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573083	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162286	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00383.1.MI_120104_1 extract	2012-11-06	209	133	Homo sapiens	ILLUMINA	2012-11-06	ERR187570	ERS185130	ERP001941	GEUV:HG00383	FIN	public	lymphoblastoid cell line
