Assay_Type	AvgSpotLen	BioProject	BioSample	Center_Name	Experiment	Instrument	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	cell_type	isolate	patient_phenotype	run_label	seasonality	source_name	timepoint	tissue	treatment	BioSampleModel	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	LibraryLayout	LibrarySource	Organism	analyte	biomaterial_provider	health_state	sex
AMPLICON	374	PRJNA391821	SAMN07276615		SRX2955203	454 GS FLX Titanium	RT-PCR	T33-S071_cDNA	2017-06-25	0	0	LS454	2017-06-25	SRR5755054	SRS2312453	SRP110476	T33-S071	missing		diT:11		33-71			365	Biopsy	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	365	PRJNA391821	SAMN07276505		SRX2955214	454 GS FLX Titanium	RT-PCR	T32-S049_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755043	SRS2312464	SRP110476	T32-S049	missing		diT:3		32-49			0	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	358	PRJNA391821	SAMN07276506		SRX2955215	454 GS FLX Titanium	RT-PCR	T32-S050_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755042	SRS2312465	SRP110476	T32-S050	missing		diT:4		32-50			0	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	369	PRJNA391821	SAMN07276507		SRX2955216	454 GS FLX Titanium	RT-PCR	T32-S051_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755041	SRS2312466	SRP110476	T32-S051	missing		diT:5		32-51			0	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	368	PRJNA391821	SAMN07276508		SRX2955217	454 GS FLX Titanium	RT-PCR	T32-S052_cDNA	2017-06-25	3	2	LS454	2017-06-25	SRR5755040	SRS2312467	SRP110476	T32-S052	missing		diT:6		32-52			0	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	359	PRJNA391821	SAMN07276501		SRX2955218	454 GS FLX Titanium	RT-PCR	T32-S045_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755039	SRS2312469	SRP110476	T32-S045	missing		diT:7		32-45			0	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	358	PRJNA391821	SAMN07276502		SRX2955219	454 GS FLX Titanium	RT-PCR	T32-S046_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755038	SRS2312468	SRP110476	T32-S046	missing		diT:8		32-46			0	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	368	PRJNA391821	SAMN07276503		SRX2955220	454 GS FLX Titanium	RT-PCR	T32-S047_cDNA	2017-06-25	3	1	LS454	2017-06-25	SRR5755037	SRS2312470	SRP110476	T32-S047	missing		diT:1		32-47			0	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	366	PRJNA391821	SAMN07276504		SRX2955221	454 GS FLX Titanium	RT-PCR	T32-S048_cDNA	2017-06-25	3	1	LS454	2017-06-25	SRR5755036	SRS2312471	SRP110476	T32-S048	missing		diT:2		32-48			0	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	369	PRJNA391821	SAMN07276509		SRX2955222	454 GS FLX Titanium	RT-PCR	T32-S053_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755035	SRS2312472	SRP110476	T32-S053	missing		diT:7		32-53			0	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	374	PRJNA391821	SAMN07276510		SRX2955223	454 GS FLX Titanium	RT-PCR	T32-S054_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755034	SRS2312473	SRP110476	T32-S054	missing		diT:8		32-54			0	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	368	PRJNA391821	SAMN07276609		SRX2955224	454 GS FLX Titanium	RT-PCR	T33-S065_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5755033	SRS2312474	SRP110476	T33-S065	missing		diT:5		33-65			365	Biopsy	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	359	PRJNA391821	SAMN07276610		SRX2955225	454 GS FLX Titanium	RT-PCR	T33-S066_cDNA	2017-06-25	4	1	LS454	2017-06-25	SRR5755032	SRS2312475	SRP110476	T33-S066	missing		diT:6		33-66			365	Biopsy	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	349	PRJNA391821	SAMN07276607		SRX2955226	454 GS FLX Titanium	RT-PCR	T33-S063_cDNA	2017-06-25	0	0	LS454	2017-06-25	SRR5755031	SRS2312476	SRP110476	T33-S063	missing		diT:2		33-63			365	Biopsy	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	364	PRJNA391821	SAMN07276608		SRX2955227	454 GS FLX Titanium	RT-PCR	T33-S064_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5755030	SRS2312477	SRP110476	T33-S064	missing		diT:3		33-64			365	Biopsy	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	365	PRJNA391821	SAMN07276605		SRX2955228	454 GS FLX Titanium	RT-PCR	T33-S061_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5755029	SRS2312478	SRP110476	T33-S061	missing		diT:15		33-61			365	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	366	PRJNA391821	SAMN07276606		SRX2955229	454 GS FLX Titanium	RT-PCR	T33-S062_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5755028	SRS2312479	SRP110476	T33-S062	missing		diT:16		33-62			365	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	367	PRJNA391821	SAMN07276603		SRX2955230	454 GS FLX Titanium	RT-PCR	T33-S059_cDNA	2017-06-25	3	1	LS454	2017-06-25	SRR5755027	SRS2312481	SRP110476	T33-S059	missing		diT:13		33-59			365	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	368	PRJNA391821	SAMN07276604		SRX2955231	454 GS FLX Titanium	RT-PCR	T33-S060_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5755026	SRS2312480	SRP110476	T33-S060	missing		diT:14		33-60			365	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	367	PRJNA391821	SAMN07276601		SRX2955232	454 GS FLX Titanium	RT-PCR	T33-S057_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5755025	SRS2312482	SRP110476	T33-S057	missing		diT:11		33-57			365	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	362	PRJNA391821	SAMN07276602		SRX2955233	454 GS FLX Titanium	RT-PCR	T33-S058_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5755024	SRS2312483	SRP110476	T33-S058	missing		diT:12		33-58			365	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	358	PRJNA391821	SAMN07276512		SRX2955234	454 GS FLX Titanium	RT-PCR	T32-S056_cDNA	2017-06-25	4	2	LS454	2017-06-25	SRR5755023	SRS2312484	SRP110476	T32-S056	missing		diT:2		32-56			56	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	372	PRJNA391821	SAMN07276511		SRX2955235	454 GS FLX Titanium	RT-PCR	T32-S055_cDNA	2017-06-25	3	1	LS454	2017-06-25	SRR5755022	SRS2312485	SRP110476	T32-S055	missing		diT:1		32-55			56	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	363	PRJNA391821	SAMN07276514		SRX2955236	454 GS FLX Titanium	RT-PCR	T32-S058_cDNA	2017-06-25	3	1	LS454	2017-06-25	SRR5755021	SRS2312487	SRP110476	T32-S058	missing		diT:4		32-58			56	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	361	PRJNA391821	SAMN07276513		SRX2955237	454 GS FLX Titanium	RT-PCR	T32-S057_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755020	SRS2312486	SRP110476	T32-S057	missing		diT:3		32-57			56	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	365	PRJNA391821	SAMN07276516		SRX2955238	454 GS FLX Titanium	RT-PCR	T32-S060_cDNA	2017-06-25	3	1	LS454	2017-06-25	SRR5755019	SRS2312488	SRP110476	T32-S060	missing		diT:6		32-60			56	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	363	PRJNA391821	SAMN07276515		SRX2955239	454 GS FLX Titanium	RT-PCR	T32-S059_cDNA	2017-06-25	3	2	LS454	2017-06-25	SRR5755018	SRS2312490	SRP110476	T32-S059	missing		diT:5		32-59			56	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	368	PRJNA391821	SAMN07276518		SRX2955240	454 GS FLX Titanium	RT-PCR	T32-S062_cDNA	2017-06-25	4	2	LS454	2017-06-25	SRR5755017	SRS2312491	SRP110476	T32-S062	missing		diT:8		32-62			56	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	371	PRJNA391821	SAMN07276517		SRX2955241	454 GS FLX Titanium	RT-PCR	T32-S061_cDNA	2017-06-25	0	0	LS454	2017-06-25	SRR5755016	SRS2312489	SRP110476	T32-S061	missing		diT:7		32-61			56	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	358	PRJNA391821	SAMN07276520		SRX2955242	454 GS FLX Titanium	RT-PCR	T32-S064_cDNA	2017-06-25	3	2	LS454	2017-06-25	SRR5755015	SRS2312492	SRP110476	T32-S064	missing		diT:2		32-64			56	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	370	PRJNA391821	SAMN07276519		SRX2955243	454 GS FLX Titanium	RT-PCR	T32-S063_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755014	SRS2312493	SRP110476	T32-S063	missing		diT:1		32-63			56	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	369	PRJNA391821	SAMN07276600		SRX2955244	454 GS FLX Titanium	RT-PCR	T33-S056_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5755013	SRS2312494	SRP110476	T33-S056	missing		diT:10		33-56			365	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	374	PRJNA391821	SAMN07276599		SRX2955245	454 GS FLX Titanium	RT-PCR	T33-S055_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5755012	SRS2312495	SRP110476	T33-S055	missing		diT:9		33-55			365	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	365	PRJNA391821	SAMN07276596		SRX2955246	454 GS FLX Titanium	RT-PCR	T33-S052_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5755011	SRS2312496	SRP110476	T33-S052	missing		diT:14		33-52			365	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	369	PRJNA391821	SAMN07276595		SRX2955247	454 GS FLX Titanium	RT-PCR	T33-S051_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755010	SRS2312497	SRP110476	T33-S051	missing		diT:13		33-51			365	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	366	PRJNA391821	SAMN07276598		SRX2955248	454 GS FLX Titanium	RT-PCR	T33-S054_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5755009	SRS2312499	SRP110476	T33-S054	missing		diT:16		33-54			365	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	368	PRJNA391821	SAMN07276597		SRX2955249	454 GS FLX Titanium	RT-PCR	T33-S053_cDNA	2017-06-25	0	0	LS454	2017-06-25	SRR5755008	SRS2312498	SRP110476	T33-S053	missing		diT:15		33-53			365	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	363	PRJNA391821	SAMN07276592		SRX2955250	454 GS FLX Titanium	RT-PCR	T33-S048_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5755007	SRS2312500	SRP110476	T33-S048	missing		diT:10		33-48			365	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	366	PRJNA391821	SAMN07276591		SRX2955251	454 GS FLX Titanium	RT-PCR	T33-S047_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755006	SRS2312502	SRP110476	T33-S047	missing		diT:9		33-47			365	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	361	PRJNA391821	SAMN07276594		SRX2955252	454 GS FLX Titanium	RT-PCR	T33-S050_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5755005	SRS2312501	SRP110476	T33-S050	missing		diT:12		33-50			365	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	361	PRJNA391821	SAMN07276593		SRX2955253	454 GS FLX Titanium	RT-PCR	T33-S049_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5755004	SRS2312503	SRP110476	T33-S049	missing		diT:11		33-49			365	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	365	PRJNA391821	SAMN07276523		SRX2955254	454 GS FLX Titanium	RT-PCR	T32-S067_cDNA	2017-06-25	3	1	LS454	2017-06-25	SRR5755003	SRS2312504	SRP110476	T32-S067	missing		diT:5		32-67			56	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	364	PRJNA391821	SAMN07276524		SRX2955255	454 GS FLX Titanium	RT-PCR	T32-S068_cDNA	2017-06-25	3	1	LS454	2017-06-25	SRR5755002	SRS2312505	SRP110476	T32-S068	missing		diT:6		32-68			56	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	360	PRJNA391821	SAMN07276521		SRX2955256	454 GS FLX Titanium	RT-PCR	T32-S065_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755001	SRS2312506	SRP110476	T32-S065	missing		diT:3		32-65			56	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	361	PRJNA391821	SAMN07276522		SRX2955257	454 GS FLX Titanium	RT-PCR	T32-S066_cDNA	2017-06-25	3	1	LS454	2017-06-25	SRR5755000	SRS2312507	SRP110476	T32-S066	missing		diT:4		32-66			56	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	380	PRJNA391821	SAMN07276527		SRX2955258	454 GS FLX Titanium	RT-PCR	T32-S071_cDNA	2017-06-25	3	1	LS454	2017-06-25	SRR5754999	SRS2312508	SRP110476	T32-S071	missing		diT:1		32-71			0	Biopsy	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	364	PRJNA391821	SAMN07276528		SRX2955259	454 GS FLX Titanium	RT-PCR	T32-S072_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5754998	SRS2312509	SRP110476	T32-S072	missing		diT:2		32-72			0	Biopsy	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	364	PRJNA391821	SAMN07276525		SRX2955260	454 GS FLX Titanium	RT-PCR	T32-S069_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5754997	SRS2312510	SRP110476	T32-S069	missing		diT:7		32-69			56	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	369	PRJNA391821	SAMN07276526		SRX2955261	454 GS FLX Titanium	RT-PCR	T32-S070_cDNA	2017-06-25	3	1	LS454	2017-06-25	SRR5754996	SRS2312511	SRP110476	T32-S070	missing		diT:8		32-70			56	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	359	PRJNA391821	SAMN07276529		SRX2955262	454 GS FLX Titanium	RT-PCR	T32-S073_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5754995	SRS2312512	SRP110476	T32-S073	missing		diT:3		32-73			0	Biopsy	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
RNA-Seq	50	PRJNA422101	SAMN08164532	GEO	SRX3464051	Illumina HiSeq 4000	cDNA		2017-12-12	2348	825	ILLUMINA	2017-12-15	SRR6368708	SRS2752047	SRP126562	GSM2885044	35 years	Tn					peripheral blood mononuclear cell		peripheral blood mononuclear cell			public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	50	PRJNA422101	SAMN08164531	GEO	SRX3464052	Illumina HiSeq 4000	cDNA		2017-12-12	1923	671	ILLUMINA	2017-12-15	SRR6368709	SRS2752067	SRP126562	GSM2885045	38 years	Tn					peripheral blood mononuclear cell		peripheral blood mononuclear cell			public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	50	PRJNA422101	SAMN08164530	GEO	SRX3464053	Illumina HiSeq 4000	cDNA		2017-12-12	2160	753	ILLUMINA	2017-12-15	SRR6368710	SRS2752059	SRP126562	GSM2885046	32 years	Tn					peripheral blood mononuclear cell		peripheral blood mononuclear cell			public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	50	PRJNA422101	SAMN08164529	GEO	SRX3464054	Illumina HiSeq 4000	cDNA		2017-12-12	2310	834	ILLUMINA	2017-12-15	SRR6368711	SRS2752069	SRP126562	GSM2885047	29 years	Tn					peripheral blood mononuclear cell		peripheral blood mononuclear cell			public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	50	PRJNA422101	SAMN08164528	GEO	SRX3464055	Illumina HiSeq 4000	cDNA		2017-12-12	2952	1030	ILLUMINA	2017-12-15	SRR6368712	SRS2752056	SRP126562	GSM2885048	35 years	Th1					peripheral blood mononuclear cell		peripheral blood mononuclear cell			public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	50	PRJNA422101	SAMN08164527	GEO	SRX3464056	Illumina HiSeq 4000	cDNA		2017-12-12	2134	744	ILLUMINA	2017-12-15	SRR6368713	SRS2752061	SRP126562	GSM2885049	38 years	Th1					peripheral blood mononuclear cell		peripheral blood mononuclear cell			public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	50	PRJNA422101	SAMN08164526	GEO	SRX3464057	Illumina HiSeq 4000	cDNA		2017-12-12	2343	817	ILLUMINA	2017-12-15	SRR6368714	SRS2752064	SRP126562	GSM2885050	32 years	Th1					peripheral blood mononuclear cell		peripheral blood mononuclear cell			public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	50	PRJNA422101	SAMN08164525	GEO	SRX3464058	Illumina HiSeq 4000	cDNA		2017-12-12	3105	1081	ILLUMINA	2017-12-15	SRR6368715	SRS2752052	SRP126562	GSM2885051	29 years	Th1					peripheral blood mononuclear cell		peripheral blood mononuclear cell			public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
