Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	cell_type	disease	source_name	tissue	Consent	DATASTORE_provider	LibrarySource	Organism
RNA-Seq		101	PRJNA353588	SAMN06016930	GEO	contigssra	SRX2347902	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	990	480	ILLUMINA	2017-08-15	SRR5020073	SRS1798173	SRP093349	GSM2390896			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016928	GEO	sra	SRX2347903	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1193	579	ILLUMINA	2017-08-15	SRR5020074	SRS1798174	SRP093349	GSM2390897			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016929	GEO	contigssra	SRX2347904	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1016	475	ILLUMINA	2017-08-15	SRR5020075	SRS1798175	SRP093349	GSM2390898			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016933	GEO	sra	SRX2347899	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1578	755	ILLUMINA	2017-08-15	SRR5020070	SRS1798176	SRP093349	GSM2390893			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016926	GEO	contigssra	SRX2347905	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	985	467	ILLUMINA	2017-08-15	SRR5020076	SRS1798177	SRP093349	GSM2390899			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016927	GEO	sra	SRX2347906	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1255	585	ILLUMINA	2017-08-15	SRR5020077	SRS1798178	SRP093349	GSM2390900			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016924	GEO	sra	SRX2347908	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1205	566	ILLUMINA	2017-08-15	SRR5020079	SRS1798179	SRP093349	GSM2390902			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016923	GEO	sra	SRX2347909	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1684	765	ILLUMINA	2017-08-15	SRR5020080	SRS1798180	SRP093349	GSM2390903			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017235	GEO	sra	SRX2347910	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1235	580	ILLUMINA	2017-08-15	SRR5020081	SRS1798181	SRP093349	GSM2390904			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016925	GEO	sra	SRX2347907	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1584	746	ILLUMINA	2017-08-15	SRR5020078	SRS1798182	SRP093349	GSM2390901			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016922	GEO	contigssra	SRX2347912	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1019	478	ILLUMINA	2017-08-15	SRR5020083	SRS1798183	SRP093349	GSM2390906			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016921	GEO	contigssra	SRX2347911	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	978	447	ILLUMINA	2017-08-15	SRR5020082	SRS1798184	SRP093349	GSM2390905			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016920	GEO	contigssra	SRX2347913	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	596	273	ILLUMINA	2017-08-15	SRR5020084	SRS1798185	SRP093349	GSM2390907			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016919	GEO	contigssra	SRX2347914	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	965	458	ILLUMINA	2017-08-15	SRR5020085	SRS1798186	SRP093349	GSM2390908			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016918	GEO	sra	SRX2347915	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1230	555	ILLUMINA	2017-08-15	SRR5020086	SRS1798187	SRP093349	GSM2390909			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016916	GEO	sra	SRX2347916	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1225	572	ILLUMINA	2017-08-15	SRR5020087	SRS1798188	SRP093349	GSM2390910			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016917	GEO	sra	SRX2347917	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1429	641	ILLUMINA	2017-08-15	SRR5020088	SRS1798189	SRP093349	GSM2390911			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016915	GEO	sra	SRX2347918	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1274	567	ILLUMINA	2017-08-15	SRR5020089	SRS1798190	SRP093349	GSM2390912			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016913	GEO	contigssra	SRX2347920	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1104	499	ILLUMINA	2017-08-15	SRR5020091	SRS1798191	SRP093349	GSM2390914			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016912	GEO	contigssra	SRX2347921	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	847	380	ILLUMINA	2017-08-15	SRR5020092	SRS1798192	SRP093349	GSM2390915			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016911	GEO	sra	SRX2347922	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1335	607	ILLUMINA	2017-08-15	SRR5020093	SRS1798193	SRP093349	GSM2390916			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016978	GEO	sra	SRX2347923	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1137	517	ILLUMINA	2017-08-15	SRR5020094	SRS1798194	SRP093349	GSM2390917			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016914	GEO	sra	SRX2347919	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1154	518	ILLUMINA	2017-08-15	SRR5020090	SRS1798195	SRP093349	GSM2390913			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016986	GEO	sra	SRX2347924	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1158	560	ILLUMINA	2017-08-15	SRR5020095	SRS1798196	SRP093349	GSM2390918			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016984	GEO	sra	SRX2347925	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1133	533	ILLUMINA	2017-08-15	SRR5020096	SRS1798197	SRP093349	GSM2390919			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016983	GEO	sra	SRX2347926	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1203	549	ILLUMINA	2017-08-15	SRR5020097	SRS1798198	SRP093349	GSM2390920			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016980	GEO	contigssra	SRX2347928	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1057	477	ILLUMINA	2017-08-15	SRR5020099	SRS1798199	SRP093349	GSM2390922			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016979	GEO	sra	SRX2347929	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1256	574	ILLUMINA	2017-08-15	SRR5020100	SRS1798200	SRP093349	GSM2390923			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016982	GEO	contigssra	SRX2347927	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1003	453	ILLUMINA	2017-08-15	SRR5020098	SRS1798201	SRP093349	GSM2390921			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016977	GEO	contigssra	SRX2347930	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	921	418	ILLUMINA	2017-08-15	SRR5020101	SRS1798202	SRP093349	GSM2390924			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016975	GEO	sra	SRX2347932	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1096	535	ILLUMINA	2017-08-15	SRR5020103	SRS1798203	SRP093349	GSM2390926			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016976	GEO	contigssra	SRX2347931	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	961	435	ILLUMINA	2017-08-15	SRR5020102	SRS1798204	SRP093349	GSM2390925			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016973	GEO	sra	SRX2347933	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1380	662	ILLUMINA	2017-08-15	SRR5020104	SRS1798205	SRP093349	GSM2390927			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016971	GEO	sra	SRX2347934	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1342	624	ILLUMINA	2017-08-15	SRR5020105	SRS1798206	SRP093349	GSM2390928			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016968	GEO	contigssra	SRX2347935	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	916	427	ILLUMINA	2017-08-15	SRR5020106	SRS1798207	SRP093349	GSM2390929			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016962	GEO	sra	SRX2347937	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1264	574	ILLUMINA	2017-08-15	SRR5020108	SRS1798208	SRP093349	GSM2390931			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016967	GEO	sra	SRX2347936	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1184	551	ILLUMINA	2017-08-15	SRR5020107	SRS1798209	SRP093349	GSM2390930			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016958	GEO	contigssra	SRX2347940	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	958	442	ILLUMINA	2017-08-15	SRR5020111	SRS1798210	SRP093349	GSM2390934			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016960	GEO	sra	SRX2347939	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1187	565	ILLUMINA	2017-08-15	SRR5020110	SRS1798211	SRP093349	GSM2390933			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016956	GEO	contigssra	SRX2347941	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1027	488	ILLUMINA	2017-08-15	SRR5020112	SRS1798212	SRP093349	GSM2390935			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016954	GEO	sra	SRX2347943	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1095	507	ILLUMINA	2017-08-15	SRR5020114	SRS1798213	SRP093349	GSM2390937			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016961	GEO	sra	SRX2347938	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1170	543	ILLUMINA	2017-08-15	SRR5020109	SRS1798215	SRP093349	GSM2390932			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016955	GEO	sra	SRX2347942	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1560	745	ILLUMINA	2017-08-15	SRR5020113	SRS1798217	SRP093349	GSM2390936			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06051146	GEO	contigssra	SRX2370887	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-23	964	496	ILLUMINA	2017-08-15	SRR5049008	SRS1816266	SRP093349	GSM2402608			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06051145	GEO	sra	SRX2370888	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-23	1724	879	ILLUMINA	2017-08-15	SRR5049009	SRS1816267	SRP093349	GSM2402609			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06051144	GEO	sra	SRX2370889	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-23	1419	706	ILLUMINA	2017-08-15	SRR5049010	SRS1816268	SRP093349	GSM2402610			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444840		sra	SRX2585946	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0192	2017-02-23	3	2	ILLUMINA	2017-09-01	SRR5282314	SRS1999590	SRP100652	CTRL_K0192	35	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444839		sra	SRX2585947	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0191	2017-02-23	2	1	ILLUMINA	2017-09-01	SRR5282315	SRS1999591	SRP100652	CTRL_K0191	32	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444838		sra	SRX2585948	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0190	2017-02-23	1	1	ILLUMINA	2017-09-01	SRR5282316	SRS1999592	SRP100652	CTRL_K0190	32	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444837		sra	SRX2585949	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0189	2017-02-23	2	1	ILLUMINA	2017-09-01	SRR5282317	SRS1999593	SRP100652	CTRL_K0189	26	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444836		sraunknown_contigs	SRX2585950	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0188	2017-02-23	2	1	ILLUMINA	2017-09-01	SRR5282318	SRS1999594	SRP100652	CTRL_K0188	36	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444835		sraunknown_contigs	SRX2585951	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0187	2017-02-23	3	2	ILLUMINA	2017-09-01	SRR5282319	SRS1999595	SRP100652	CTRL_K0187	24	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444834		sraunknown_contigs	SRX2585952	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0184	2017-02-23	2	1	ILLUMINA	2017-09-01	SRR5282320	SRS1999596	SRP100652	CTRL_K0184	30	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444833		sraunknown_contigs	SRX2585953	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0183	2017-02-23	6	4	ILLUMINA	2017-09-01	SRR5282321	SRS1999597	SRP100652	CTRL_K0183	68	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444832		sraunknown_contigs	SRX2585954	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0179	2017-02-23	2	1	ILLUMINA	2017-09-01	SRR5282322	SRS1999598	SRP100652	CTRL_K0179	70	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444831		sra	SRX2585955	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0178	2017-02-23	2	2	ILLUMINA	2017-09-01	SRR5282323	SRS1999599	SRP100652	CTRL_K0178	60	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444830		sraunknown_contigs	SRX2585956	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0176	2017-02-23	4	3	ILLUMINA	2017-09-01	SRR5282324	SRS1999600	SRP100652	CTRL_K0176	57	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444829		sra	SRX2585957	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0174	2017-02-23	2	1	ILLUMINA	2017-09-01	SRR5282325	SRS1999601	SRP100652	CTRL_K0174	37	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444828		sraunknown_contigs	SRX2585958	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0172	2017-02-23	5	3	ILLUMINA	2017-09-01	SRR5282326	SRS1999602	SRP100652	CTRL_K0172	70	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444827		sraunknown_contigs	SRX2585959	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0170	2017-02-23	4	2	ILLUMINA	2017-09-01	SRR5282327	SRS1999603	SRP100652	CTRL_K0170	34	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444826		sraunknown_contigs	SRX2585960	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0169	2017-02-23	2	1	ILLUMINA	2017-09-01	SRR5282328	SRS1999604	SRP100652	CTRL_K0169	52	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444825		sraunknown_contigs	SRX2585961	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0168	2017-02-23	1	1	ILLUMINA	2017-09-01	SRR5282329	SRS1999605	SRP100652	CTRL_K0168	24	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444824		sraunknown_contigs	SRX2585962	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0165	2017-02-23	1	1	ILLUMINA	2017-09-01	SRR5282330	SRS1999606	SRP100652	CTRL_K0165	26	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444823		sra	SRX2585963	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0164	2017-02-23	3	2	ILLUMINA	2017-09-01	SRR5282331	SRS1999607	SRP100652	CTRL_K0164	37	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444822		sraunknown_contigs	SRX2585964	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0160	2017-02-23	1	1	ILLUMINA	2017-09-01	SRR5282332	SRS1999608	SRP100652	CTRL_K0160	32	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444821		sraunknown_contigs	SRX2585965	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0159	2017-02-23	8	5	ILLUMINA	2017-09-01	SRR5282333	SRS1999609	SRP100652	CTRL_K0159	44	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444820		sraunknown_contigs	SRX2585966	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0158	2017-02-23	4	2	ILLUMINA	2017-09-01	SRR5282334	SRS1999610	SRP100652	CTRL_K0158	36	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444819		sraunknown_contigs	SRX2585967	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0153	2017-02-23	3	2	ILLUMINA	2017-09-01	SRR5282335	SRS1999611	SRP100652	CTRL_K0153	55	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444818		sraunknown_contigs	SRX2585968	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0150	2017-02-23	4	2	ILLUMINA	2017-09-01	SRR5282336	SRS1999612	SRP100652	CTRL_K0150	24	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444817		sraunknown_contigs	SRX2585969	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0146	2017-02-23	3	2	ILLUMINA	2017-09-01	SRR5282337	SRS1999613	SRP100652	CTRL_K0146	43	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444816		sraunknown_contigs	SRX2585970	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0145	2017-02-23	4	3	ILLUMINA	2017-09-01	SRR5282338	SRS1999614	SRP100652	CTRL_K0145	31	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444815		sraunknown_contigs	SRX2585971	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0144	2017-02-23	4	3	ILLUMINA	2017-09-01	SRR5282339	SRS1999615	SRP100652	CTRL_K0144	33	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444814		sraunknown_contigs	SRX2585972	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0139	2017-02-23	5	3	ILLUMINA	2017-09-01	SRR5282340	SRS1999616	SRP100652	CTRL_K0139	27	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444813		sraunknown_contigs	SRX2585973	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0138	2017-02-23	2	1	ILLUMINA	2017-09-01	SRR5282341	SRS1999617	SRP100652	CTRL_K0138	46	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444812		sraunknown_contigs	SRX2585974	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0137	2017-02-23	5	3	ILLUMINA	2017-09-01	SRR5282342	SRS1999618	SRP100652	CTRL_K0137	26	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444811		sra	SRX2585975	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0136	2017-02-23	7	5	ILLUMINA	2017-09-01	SRR5282343	SRS1999619	SRP100652	CTRL_K0136	42	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444810		sra	SRX2585976	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0133	2017-02-23	2	1	ILLUMINA	2017-09-01	SRR5282344	SRS1999620	SRP100652	CTRL_K0133	26	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444809		sraunknown_contigs	SRX2585977	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0131	2017-02-23	5	4	ILLUMINA	2017-09-01	SRR5282345	SRS1999621	SRP100652	CTRL_K0131	37	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444808		sra	SRX2585978	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0130	2017-02-23	3	2	ILLUMINA	2017-09-01	SRR5282346	SRS1999622	SRP100652	CTRL_K0130	37	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
