Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	Consent	DATASTORE_filetype	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	cell_type	flow_cell_id	group	libraryid	phase	source_name	stim	tissue	DATASTORE_provider
RNA-Seq		35	PRJNA239319	SAMN02664609	GEO	public	sra	SRX475812	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	68	39	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176123	SRS561556	SRP038917	GSM1334163	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664609	GEO	public	sra	SRX475812	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	71	40	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176124	SRS561556	SRP038917	GSM1334163	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664609	GEO	public	sra	SRX475812	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	72	42	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176125	SRS561556	SRP038917	GSM1334163	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664609	GEO	public	sra	SRX475812	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	54	32	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176126	SRS561556	SRP038917	GSM1334163	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664609	GEO	public	sra	SRX475812	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	75	44	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176127	SRS561556	SRP038917	GSM1334163	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664609	GEO	public	sra	SRX475812	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	70	43	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176128	SRS561556	SRP038917	GSM1334163	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664609	GEO	public	sra	SRX475812	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	83	50	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176129	SRS561556	SRP038917	GSM1334163	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664609	GEO	public	sra	SRX475812	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	78	47	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176130	SRS561556	SRP038917	GSM1334163	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664613	GEO	public	sra	SRX475813	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	79	46	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176131	SRS561557	SRP038917	GSM1334164	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664613	GEO	public	sra	SRX475813	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	90	55	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176132	SRS561557	SRP038917	GSM1334164	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664613	GEO	public	sra	SRX475813	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	88	54	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176133	SRS561557	SRP038917	GSM1334164	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664613	GEO	public	sra	SRX475813	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	77	44	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176134	SRS561557	SRP038917	GSM1334164	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664613	GEO	public	sra	SRX475813	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	79	45	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176135	SRS561557	SRP038917	GSM1334164	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664613	GEO	public	sra	SRX475813	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	81	48	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176136	SRS561557	SRP038917	GSM1334164	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664613	GEO	public	sra	SRX475813	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	60	36	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176137	SRS561557	SRP038917	GSM1334164	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664613	GEO	public	sra	SRX475813	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	83	49	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176138	SRS561557	SRP038917	GSM1334164	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664613	GEO	public	sra	SRX475813	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	79	48	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176139	SRS561557	SRP038917	GSM1334164	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664613	GEO	public	sra	SRX475813	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	94	56	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176140	SRS561557	SRP038917	GSM1334164	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664613	GEO	public	sra	SRX475813	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	87	52	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176141	SRS561557	SRP038917	GSM1334164	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664607	GEO	public	sra	SRX475814	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	75	43	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176142	SRS561558	SRP038917	GSM1334165	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664607	GEO	public	sra	SRX475814	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	83	51	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176143	SRS561558	SRP038917	GSM1334165	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664607	GEO	public	sra	SRX475814	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	81	50	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176144	SRS561558	SRP038917	GSM1334165	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664607	GEO	public	sra	SRX475814	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	71	41	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176145	SRS561558	SRP038917	GSM1334165	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664607	GEO	public	sra	SRX475814	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	74	42	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176146	SRS561558	SRP038917	GSM1334165	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664607	GEO	public	sra	SRX475814	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	76	44	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176147	SRS561558	SRP038917	GSM1334165	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664607	GEO	public	sra	SRX475814	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	56	33	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176148	SRS561558	SRP038917	GSM1334165	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664607	GEO	public	sra	SRX475814	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	79	46	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176149	SRS561558	SRP038917	GSM1334165	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664607	GEO	public	sra	SRX475814	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	72	44	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176150	SRS561558	SRP038917	GSM1334165	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664607	GEO	public	sra	SRX475814	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	88	53	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176151	SRS561558	SRP038917	GSM1334165	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664607	GEO	public	sra	SRX475814	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	81	48	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176152	SRS561558	SRP038917	GSM1334165	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664612	GEO	public	sra	SRX475815	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	25	14	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176153	SRS561559	SRP038917	GSM1334166	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664612	GEO	public	sra	SRX475815	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	41	24	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176154	SRS561559	SRP038917	GSM1334166	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664612	GEO	public	sra	SRX475815	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	48	29	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176155	SRS561559	SRP038917	GSM1334166	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664612	GEO	public	sra	SRX475815	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	37	21	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176156	SRS561559	SRP038917	GSM1334166	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664612	GEO	public	sra	SRX475815	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	35	19	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176157	SRS561559	SRP038917	GSM1334166	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664612	GEO	public	sra	SRX475815	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	42	24	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176158	SRS561559	SRP038917	GSM1334166	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664612	GEO	public	sra	SRX475815	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	34	20	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176159	SRS561559	SRP038917	GSM1334166	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664612	GEO	public	sra	SRX475815	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	25	14	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176160	SRS561559	SRP038917	GSM1334166	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664612	GEO	public	sra	SRX475815	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	27	16	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176161	SRS561559	SRP038917	GSM1334166	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664612	GEO	public	sra	SRX475815	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	40	23	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176162	SRS561559	SRP038917	GSM1334166	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664612	GEO	public	sra	SRX475815	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	39	22	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176163	SRS561559	SRP038917	GSM1334166	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664615	GEO	public	sra	SRX475816	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	81	47	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176164	SRS561560	SRP038917	GSM1334167	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664615	GEO	public	sra	SRX475816	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	92	57	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176165	SRS561560	SRP038917	GSM1334167	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664615	GEO	public	sra	SRX475816	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	90	56	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176166	SRS561560	SRP038917	GSM1334167	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664615	GEO	public	sra	SRX475816	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	80	46	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176167	SRS561560	SRP038917	GSM1334167	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664615	GEO	public	sra	SRX475816	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	82	47	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176168	SRS561560	SRP038917	GSM1334167	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664615	GEO	public	sra	SRX475816	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	84	49	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176169	SRS561560	SRP038917	GSM1334167	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664615	GEO	public	sra	SRX475816	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	62	38	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176170	SRS561560	SRP038917	GSM1334167	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664615	GEO	public	sra	SRX475816	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	86	51	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176171	SRS561560	SRP038917	GSM1334167	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664615	GEO	public	sra	SRX475816	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	82	50	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176172	SRS561560	SRP038917	GSM1334167	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664615	GEO	public	sra	SRX475816	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	97	59	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176173	SRS561560	SRP038917	GSM1334167	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664615	GEO	public	sra	SRX475816	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	90	54	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176174	SRS561560	SRP038917	GSM1334167	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664610	GEO	public	sra	SRX475817	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	58	32	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176175	SRS561561	SRP038917	GSM1334168	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664610	GEO	public	sra	SRX475817	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	65	38	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176176	SRS561561	SRP038917	GSM1334168	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664610	GEO	public	sra	SRX475817	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	77	46	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176177	SRS561561	SRP038917	GSM1334168	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664610	GEO	public	sra	SRX475817	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	66	37	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176178	SRS561561	SRP038917	GSM1334168	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664610	GEO	public	sra	SRX475817	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	66	36	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176179	SRS561561	SRP038917	GSM1334168	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664610	GEO	public	sra	SRX475817	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	73	41	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176180	SRS561561	SRP038917	GSM1334168	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664610	GEO	public	sra	SRX475817	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	56	33	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176181	SRS561561	SRP038917	GSM1334168	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664610	GEO	public	sra	SRX475817	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	62	35	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176182	SRS561561	SRP038917	GSM1334168	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664610	GEO	public	sra	SRX475817	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	61	36	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176183	SRS561561	SRP038917	GSM1334168	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664610	GEO	public	sra	SRX475817	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	74	42	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176184	SRS561561	SRP038917	GSM1334168	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664610	GEO	public	sra	SRX475817	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	69	39	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176185	SRS561561	SRP038917	GSM1334168	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664616	GEO	public	sra	SRX475818	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	69	40	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176186	SRS561562	SRP038917	GSM1334169	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664616	GEO	public	sra	SRX475818	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	78	48	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176187	SRS561562	SRP038917	GSM1334169	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664616	GEO	public	sra	SRX475818	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	77	47	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176188	SRS561562	SRP038917	GSM1334169	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664616	GEO	public	sra	SRX475818	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	67	38	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176189	SRS561562	SRP038917	GSM1334169	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664616	GEO	public	sra	SRX475818	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	70	40	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176190	SRS561562	SRP038917	GSM1334169	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664616	GEO	public	sra	SRX475818	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	72	42	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176191	SRS561562	SRP038917	GSM1334169	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664616	GEO	public	sra	SRX475818	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	53	32	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176192	SRS561562	SRP038917	GSM1334169	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664616	GEO	public	sra	SRX475818	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	74	44	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176193	SRS561562	SRP038917	GSM1334169	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664616	GEO	public	sra	SRX475818	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	69	42	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176194	SRS561562	SRP038917	GSM1334169	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664616	GEO	public	sra	SRX475818	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	83	50	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176195	SRS561562	SRP038917	GSM1334169	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664616	GEO	public	sra	SRX475818	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	77	46	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176196	SRS561562	SRP038917	GSM1334169	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664623	GEO	public	sra	SRX475819	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	57	33	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176197	SRS561563	SRP038917	GSM1334170	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664623	GEO	public	sra	SRX475819	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	65	39	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176198	SRS561563	SRP038917	GSM1334170	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664623	GEO	public	sra	SRX475819	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	66	40	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176199	SRS561563	SRP038917	GSM1334170	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664623	GEO	public	sra	SRX475819	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	57	32	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176200	SRS561563	SRP038917	GSM1334170	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664623	GEO	public	sra	SRX475819	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	59	33	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176201	SRS561563	SRP038917	GSM1334170	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664623	GEO	public	sra	SRX475819	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	61	35	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176202	SRS561563	SRP038917	GSM1334170	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664623	GEO	public	sra	SRX475819	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	45	27	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176203	SRS561563	SRP038917	GSM1334170	CCR4- T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664623	GEO	public	sra	SRX475819	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	61	35	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176204	SRS561563	SRP038917	GSM1334170	CCR4- T cells					Blood PBMCs			ncbi
