Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	drug	library_construction	source_name	Consent	DATASTORE_provider	LibrarySource	Organism
RNA-Seq		49	PRJNA381890	SAMN06690890	GEO	sra	SRX2713842	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	68	35	ILLUMINA	2017-04-13	SRR5422338	SRS2105053	SRP103204	GSM2565254	Imatinib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691151	GEO	sra	SRX2713843	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	68	35	ILLUMINA	2017-04-13	SRR5422339	SRS2105054	SRP103204	GSM2565255	Nilotinib (AMN-107)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691150	GEO	sra	SRX2713844	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	58	30	ILLUMINA	2017-04-13	SRR5422340	SRS2105055	SRP103204	GSM2565256	Folinic acid calcium salt	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691149	GEO	sra	SRX2713845	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	59	30	ILLUMINA	2017-04-13	SRR5422341	SRS2105056	SRP103204	GSM2565257	Cisplatin	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691148	GEO	sra	SRX2713846	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	64	33	ILLUMINA	2017-04-13	SRR5422342	SRS2105057	SRP103204	GSM2565258	Mitotane	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691147	GEO	sra	SRX2713847	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	84	44	ILLUMINA	2017-04-13	SRR5422343	SRS2105058	SRP103204	GSM2565259	Trametinib (GSK1120212)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691146	GEO	sra	SRX2713848	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	90	46	ILLUMINA	2017-04-13	SRR5422344	SRS2105059	SRP103204	GSM2565260	Bosutinib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691145	GEO	sra	SRX2713849	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	61	32	ILLUMINA	2017-04-13	SRR5422345	SRS2105060	SRP103204	GSM2565261	Octreotide in Water	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691144	GEO	sra	SRX2713850	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	75	40	ILLUMINA	2017-04-13	SRR5422346	SRS2105061	SRP103204	GSM2565262	Vinorelbine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691143	GEO	sra	SRX2713851	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	81	42	ILLUMINA	2017-04-13	SRR5422347	SRS2105062	SRP103204	GSM2565263	Gemcitabine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691142	GEO	sra	SRX2713852	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	69	36	ILLUMINA	2017-04-13	SRR5422348	SRS2105063	SRP103204	GSM2565264	Daunorubicin hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691141	GEO	sra	SRX2713853	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	90	46	ILLUMINA	2017-04-13	SRR5422349	SRS2105064	SRP103204	GSM2565265	Toremifene	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691140	GEO	sra	SRX2713854	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	78	41	ILLUMINA	2017-04-13	SRR5422350	SRS2105065	SRP103204	GSM2565266	Cytarabine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691139	GEO	sra	SRX2713855	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	53	28	ILLUMINA	2017-04-13	SRR5422351	SRS2105066	SRP103204	GSM2565267	Osimertinib (AZD9291)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691138	GEO	sra	SRX2713856	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	9	5	ILLUMINA	2017-04-13	SRR5422352	SRS2105067	SRP103204	GSM2565268	Fludarabine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691137	GEO	sra	SRX2713857	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	49	25	ILLUMINA	2017-04-13	SRR5422353	SRS2105068	SRP103204	GSM2565269	Sonidegib / Erismodegib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691136	GEO	sra	SRX2713858	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	51	26	ILLUMINA	2017-04-13	SRR5422354	SRS2105069	SRP103204	GSM2565270	Pazopanib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691135	GEO	sra	SRX2713859	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	117	55	ILLUMINA	2017-04-13	SRR5422355	SRS2105070	SRP103204	GSM2565271	OSI-906 (Linsitinib)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691134	GEO	sra	SRX2713860	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	59	29	ILLUMINA	2017-04-13	SRR5422356	SRS2105071	SRP103204	GSM2565272	Pimasertib (AS-703026)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691133	GEO	sra	SRX2713861	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	128	61	ILLUMINA	2017-04-13	SRR5422357	SRS2105072	SRP103204	GSM2565273	Quizartinib (AC220)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691132	GEO	sra	SRX2713862	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	78	37	ILLUMINA	2017-04-13	SRR5422358	SRS2105073	SRP103204	GSM2565274	SAR245409 (XL765)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691131	GEO	sra	SRX2713863	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	141	67	ILLUMINA	2017-04-13	SRR5422359	SRS2105074	SRP103204	GSM2565275	Talampanel	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691130	GEO	sra	SRX2713864	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	98	47	ILLUMINA	2017-04-13	SRR5422360	SRS2105075	SRP103204	GSM2565276	Telatinib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691129	GEO	sra	SRX2713865	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	71	35	ILLUMINA	2017-04-13	SRR5422361	SRS2105076	SRP103204	GSM2565277	Varlitinib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691128	GEO	sra	SRX2713866	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	36	18	ILLUMINA	2017-04-13	SRR5422362	SRS2105077	SRP103204	GSM2565278	BENZALKONIUM CHLORIDE	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691127	GEO	sra	SRX2713867	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	68	33	ILLUMINA	2017-04-13	SRR5422363	SRS2105078	SRP103204	GSM2565279	2,6-DIMETHOXYQUINONE	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691126	GEO	sra	SRX2713868	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	46	23	ILLUMINA	2017-04-13	SRR5422364	SRS2105079	SRP103204	GSM2565280	IPAG	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691125	GEO	sra	SRX2713869	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	7	3	ILLUMINA	2017-04-13	SRR5422365	SRS2105080	SRP103204	GSM2565281	NSC 663284	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691124	GEO	sra	SRX2713870	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	42	20	ILLUMINA	2017-04-13	SRR5422366	SRS2105081	SRP103204	GSM2565282	10-DEBC hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691123	GEO	sra	SRX2713871	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	132	62	ILLUMINA	2017-04-13	SRR5422367	SRS2105082	SRP103204	GSM2565283	OTX015	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691122	GEO	sra	SRX2713872	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	145	70	ILLUMINA	2017-04-13	SRR5422368	SRS2105083	SRP103204	GSM2565284	Pirarubicin	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691068	GEO	sra	SRX2713873	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	143	69	ILLUMINA	2017-04-13	SRR5422369	SRS2105084	SRP103204	GSM2565285	RAF265	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691067	GEO	sra	SRX2713874	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	91	44	ILLUMINA	2017-04-13	SRR5422370	SRS2105086	SRP103204	GSM2565286	Satraplatin (JM216)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691066	GEO	sra	SRX2713875	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	98	47	ILLUMINA	2017-04-13	SRR5422371	SRS2105085	SRP103204	GSM2565287	Talazoparib (BMN673)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691065	GEO	sra	SRX2713876	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	76	38	ILLUMINA	2017-04-13	SRR5422372	SRS2105087	SRP103204	GSM2565288	Tirapazamine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691064	GEO	sra	SRX2713877	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	99	48	ILLUMINA	2017-04-13	SRR5422373	SRS2105088	SRP103204	GSM2565289	Vindesine sulphate	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691063	GEO	sra	SRX2713878	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	68	32	ILLUMINA	2017-04-13	SRR5422374	SRS2105089	SRP103204	GSM2565290	ACRIFLAVINIUM HYDROCHLORIDE	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691062	GEO	sra	SRX2713879	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	88	43	ILLUMINA	2017-04-13	SRR5422375	SRS2105090	SRP103204	GSM2565291	DIALLYL TRISULFIDE	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691061	GEO	sra	SRX2713880	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	36	17	ILLUMINA	2017-04-13	SRR5422376	SRS2105091	SRP103204	GSM2565292	Tetrindole mesylate	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691060	GEO	sra	SRX2713881	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	67	33	ILLUMINA	2017-04-13	SRR5422377	SRS2105092	SRP103204	GSM2565293	SDM25N hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691059	GEO	sra	SRX2713882	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	65	33	ILLUMINA	2017-04-13	SRR5422378	SRS2105093	SRP103204	GSM2565294	GW 843682X	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691057	GEO	sra	SRX2713883	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	73	36	ILLUMINA	2017-04-13	SRR5422379	SRS2105095	SRP103204	GSM2565295	P276-00	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691056	GEO	sra	SRX2713884	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	119	57	ILLUMINA	2017-04-13	SRR5422380	SRS2105094	SRP103204	GSM2565296	Pixantrone (BBR-2778), dimaleate salt	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691055	GEO	sra	SRX2713885	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	132	63	ILLUMINA	2017-04-13	SRR5422381	SRS2105096	SRP103204	GSM2565297	Raltitrexed	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691054	GEO	sra	SRX2713886	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	100	50	ILLUMINA	2017-04-13	SRR5422382	SRS2105097	SRP103204	GSM2565298	Savolitinib (Volitinib; AZD6094; HMPL-504)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691053	GEO	sra	SRX2713887	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	108	53	ILLUMINA	2017-04-13	SRR5422383	SRS2105098	SRP103204	GSM2565299	Tandutinib (MLN518)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691052	GEO	sra	SRX2713888	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	111	53	ILLUMINA	2017-04-13	SRR5422384	SRS2105099	SRP103204	GSM2565300	Tivozanib (AV-951)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691051	GEO	sra	SRX2713889	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	114	55	ILLUMINA	2017-04-13	SRR5422385	SRS2105100	SRP103204	GSM2565301	Volasertib (BI 6727)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691050	GEO	sra	SRX2713890	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	6	3	ILLUMINA	2017-04-13	SRR5422386	SRS2105101	SRP103204	GSM2565302	CELASTROL	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691049	GEO	sra	SRX2713891	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	85	43	ILLUMINA	2017-04-13	SRR5422387	SRS2105102	SRP103204	GSM2565303	SAPPANONE A DIMETHYL ETHER	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691048	GEO	sra	SRX2713892	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	83	42	ILLUMINA	2017-04-13	SRR5422388	SRS2105103	SRP103204	GSM2565304	Methyl 2,5-dihydroxycinnamate	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691047	GEO	sra	SRX2713893	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	84	41	ILLUMINA	2017-04-13	SRR5422389	SRS2105104	SRP103204	GSM2565305	ZK 93423	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691046	GEO	sra	SRX2713894	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	83	42	ILLUMINA	2017-04-13	SRR5422390	SRS2105105	SRP103204	GSM2565306	Bax channel blocker	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691045	GEO	sra	SRX2713895	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	64	30	ILLUMINA	2017-04-13	SRR5422391	SRS2105106	SRP103204	GSM2565307	Pacritinib (SB1518)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691044	GEO	sra	SRX2713896	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	115	55	ILLUMINA	2017-04-13	SRR5422392	SRS2105107	SRP103204	GSM2565308	Plinabulin (NPI-2358)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691043	GEO	sra	SRX2713897	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	98	48	ILLUMINA	2017-04-13	SRR5422393	SRS2105108	SRP103204	GSM2565309	Refametinib (RDEA119, Bay 86-9766)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691042	GEO	sra	SRX2713898	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	70	34	ILLUMINA	2017-04-13	SRR5422394	SRS2105109	SRP103204	GSM2565310	SCIO 469 hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691041	GEO	sra	SRX2713899	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	87	43	ILLUMINA	2017-04-13	SRR5422395	SRS2105110	SRP103204	GSM2565311	DMSO	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691040	GEO	sra	SRX2713900	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	78	38	ILLUMINA	2017-04-13	SRR5422396	SRS2105111	SRP103204	GSM2565312	DMSO	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691039	GEO	sra	SRX2713901	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	164	77	ILLUMINA	2017-04-13	SRR5422397	SRS2105112	SRP103204	GSM2565313	Voreloxin (SNS-595)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691038	GEO	sra	SRX2713902	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	64	34	ILLUMINA	2017-04-13	SRR5422398	SRS2105113	SRP103204	GSM2565314	HOMIDIUM BROMIDE	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691091	GEO	sra	SRX2713903	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	66	32	ILLUMINA	2017-04-13	SRR5422399	SRS2105114	SRP103204	GSM2565315	7-DESACETOXY-6,7-DEHYDROGEDUNIN	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691090	GEO	sra	SRX2713904	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	44	21	ILLUMINA	2017-04-13	SRR5422400	SRS2105115	SRP103204	GSM2565316	A-7 hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691089	GEO	sra	SRX2713905	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	63	30	ILLUMINA	2017-04-13	SRR5422401	SRS2105116	SRP103204	GSM2565317	ER 27319 maleate	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691088	GEO	sra	SRX2713906	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	55	28	ILLUMINA	2017-04-13	SRR5422402	SRS2105117	SRP103204	GSM2565318	INCA-6	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691087	GEO	sra	SRX2713907	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	98	49	ILLUMINA	2017-04-13	SRR5422403	SRS2105118	SRP103204	GSM2565319	PCI-24781	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691086	GEO	sra	SRX2713908	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	57	27	ILLUMINA	2017-04-13	SRR5422404	SRS2105119	SRP103204	GSM2565320	Pracinostat (SB939)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691085	GEO	sra	SRX2713909	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	101	48	ILLUMINA	2017-04-13	SRR5422405	SRS2105120	SRP103204	GSM2565321	Resminostat	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691084	GEO	sra	SRX2713910	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	86	42	ILLUMINA	2017-04-13	SRR5422406	SRS2105121	SRP103204	GSM2565322	Selinexor (KPT-330)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691078	GEO	sra	SRX2713911	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	77	38	ILLUMINA	2017-04-13	SRR5422407	SRS2105122	SRP103204	GSM2565323	UNTREATED	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691077	GEO	sra	SRX2713912	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	103	53	ILLUMINA	2017-04-13	SRR5422408	SRS2105123	SRP103204	GSM2565324	UNTREATED	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691083	GEO	sra	SRX2713913	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	88	43	ILLUMINA	2017-04-13	SRR5422409	SRS2105124	SRP103204	GSM2565325	XL147	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691082	GEO	sra	SRX2713914	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	84	43	ILLUMINA	2017-04-13	SRR5422410	SRS2105125	SRP103204	GSM2565326	PRISTIMERIN	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691081	GEO	sra	SRX2713915	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	91	45	ILLUMINA	2017-04-13	SRR5422411	SRS2105126	SRP103204	GSM2565327	TOTAROL	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691080	GEO	sra	SRX2713916	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	31	16	ILLUMINA	2017-04-13	SRR5422412	SRS2105127	SRP103204	GSM2565328	3-CPMT	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691079	GEO	sra	SRX2713917	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	52	25	ILLUMINA	2017-04-13	SRR5422413	SRS2105128	SRP103204	GSM2565329	NNC 05-2090 hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691076	GEO	sra	SRX2713918	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	46	23	ILLUMINA	2017-04-13	SRR5422414	SRS2105129	SRP103204	GSM2565330	Ryuvidine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691075	GEO	sra	SRX2713919	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	90	43	ILLUMINA	2017-04-13	SRR5422415	SRS2105130	SRP103204	GSM2565331	Perifosine (KRX-0401)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
