Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	cell_type	source_name	tissue	Consent	DATASTORE_provider	LibrarySource	Organism
RNA-Seq		200	PRJNA181310	SAMN01816551	UNIVERSITY OF CHICAGO	sra	SRX205709	0	Illumina Genome Analyzer II	PAIRED	RANDOM		2015-11-27	4480	2390	ILLUMINA	2015-07-22	SRR620137	SRS376477	SRP017262	T20			bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		152	PRJNA181310	SAMN01816551	UNIVERSITY OF CHICAGO	sra	SRX205709	0	Illumina Genome Analyzer II	PAIRED	RANDOM		2015-11-27	2427	1496	ILLUMINA	2015-07-22	SRR620138	SRS376477	SRP017262	T20			bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		112	PRJNA181310	SAMN01816551	UNIVERSITY OF CHICAGO	sra	SRX205709	0	Illumina Genome Analyzer II	PAIRED	RANDOM		2015-11-27	1569	1049	ILLUMINA	2015-07-22	SRR620140	SRS376477	SRP017262	T20			bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA181310	SAMN01816552	UNIVERSITY OF CHICAGO	sra	SRX205710	0	Illumina Genome Analyzer II	PAIRED	RANDOM		2015-11-27	1542	728	ILLUMINA	2015-07-22	SRR620150	SRS376478	SRP017262	T52			bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA181310	SAMN01816552	UNIVERSITY OF CHICAGO	sra	SRX205710	0	Illumina Genome Analyzer II	PAIRED	RANDOM		2015-11-27	4567	1944	ILLUMINA	2015-07-22	SRR620152	SRS376478	SRP017262	T52			bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA181310	SAMN01816553	UNIVERSITY OF CHICAGO	sra	SRX205711	0	Illumina Genome Analyzer II	PAIRED	RANDOM		2015-11-27	4149	2064	ILLUMINA	2015-07-22	SRR620154	SRS376479	SRP017262	T55			bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		152	PRJNA181310	SAMN01816553	UNIVERSITY OF CHICAGO	sra	SRX205711	0	Illumina Genome Analyzer II	PAIRED	RANDOM		2015-11-28	1713	1129	ILLUMINA	2015-07-22	SRR620156	SRS376479	SRP017262	T55			bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA181310	SAMN01816553	UNIVERSITY OF CHICAGO	sra	SRX205711	0	Illumina Genome Analyzer II	PAIRED	RANDOM		2015-11-28	3338	1996	ILLUMINA	2015-07-22	SRR620158	SRS376479	SRP017262	T55			bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA181310	SAMN01816554	UNIVERSITY OF CHICAGO	sra	SRX205712	0	Illumina Genome Analyzer II	PAIRED	RANDOM		2015-11-28	4683	2296	ILLUMINA	2015-07-22	SRR620159	SRS376480	SRP017262	T67			bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA181310	SAMN01816554	UNIVERSITY OF CHICAGO	sra	SRX205712	0	Illumina Genome Analyzer II	PAIRED	RANDOM		2015-11-28	2856	1389	ILLUMINA	2015-07-22	SRR620160	SRS376480	SRP017262	T67			bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		152	PRJNA181310	SAMN01816554	UNIVERSITY OF CHICAGO	sra	SRX205712	0	Illumina Genome Analyzer II	PAIRED	RANDOM		2015-11-28	1123	736	ILLUMINA	2015-07-22	SRR620161	SRS376480	SRP017262	T67			bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA181310	SAMN01816555	UNIVERSITY OF CHICAGO	sra	SRX205714	0	Illumina Genome Analyzer II	PAIRED	RANDOM		2015-11-28	5443	2838	ILLUMINA	2015-07-22	SRR620162	SRS376481	SRP017262	T68			peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		152	PRJNA181310	SAMN01816555	UNIVERSITY OF CHICAGO	sra	SRX205714	0	Illumina Genome Analyzer II	PAIRED	RANDOM		2015-11-28	1009	663	ILLUMINA	2015-07-22	SRR620164	SRS376481	SRP017262	T68			peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA181310	SAMN01816555	UNIVERSITY OF CHICAGO	sra	SRX205714	0	Illumina Genome Analyzer II	PAIRED	RANDOM		2015-11-28	681	430	ILLUMINA	2015-07-22	SRR620165	SRS376481	SRP017262	T68			peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303633	GEO	sra	SRX332236	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2691	1722	ILLUMINA	2016-07-20	SRR948596	SRS467677	SRP028567	GSM1202511		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303633	GEO	sra	SRX332236	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2801	1800	ILLUMINA	2016-07-20	SRR948597	SRS467677	SRP028567	GSM1202511		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303633	GEO	sra	SRX332236	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2585	1638	ILLUMINA	2016-07-20	SRR948598	SRS467677	SRP028567	GSM1202511		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303633	GEO	sra	SRX332236	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	3084	2032	ILLUMINA	2016-07-20	SRR948599	SRS467677	SRP028567	GSM1202511		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303639	GEO	sra	SRX332237	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-08	2668	1725	ILLUMINA	2016-07-20	SRR948600	SRS467678	SRP028567	GSM1202512		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303639	GEO	sra	SRX332237	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-08	2787	1808	ILLUMINA	2016-07-20	SRR948601	SRS467678	SRP028567	GSM1202512		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303639	GEO	sra	SRX332237	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-08	2559	1636	ILLUMINA	2016-07-20	SRR948602	SRS467678	SRP028567	GSM1202512		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303639	GEO	sra	SRX332237	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-08	3059	2041	ILLUMINA	2016-07-20	SRR948603	SRS467678	SRP028567	GSM1202512		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303632	GEO	sra	SRX332238	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2636	1708	ILLUMINA	2016-07-20	SRR948604	SRS467679	SRP028567	GSM1202513		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303632	GEO	sra	SRX332238	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2763	1795	ILLUMINA	2016-07-20	SRR948605	SRS467679	SRP028567	GSM1202513		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303632	GEO	sra	SRX332238	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2529	1619	ILLUMINA	2016-07-20	SRR948606	SRS467679	SRP028567	GSM1202513		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303632	GEO	sra	SRX332238	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	3050	2040	ILLUMINA	2016-07-20	SRR948607	SRS467679	SRP028567	GSM1202513		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303631	GEO	sra	SRX332239	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2804	1816	ILLUMINA	2016-07-20	SRR948608	SRS467680	SRP028567	GSM1202514		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303631	GEO	sra	SRX332239	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2922	1898	ILLUMINA	2016-07-20	SRR948609	SRS467680	SRP028567	GSM1202514		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303631	GEO	sra	SRX332239	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2682	1716	ILLUMINA	2016-07-20	SRR948610	SRS467680	SRP028567	GSM1202514		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303631	GEO	sra	SRX332239	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	3265	2182	ILLUMINA	2016-07-20	SRR948611	SRS467680	SRP028567	GSM1202514		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303642	GEO	sra	SRX332240	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2894	1875	ILLUMINA	2016-07-20	SRR948612	SRS467681	SRP028567	GSM1202515		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303642	GEO	sra	SRX332240	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	3028	1966	ILLUMINA	2016-07-20	SRR948613	SRS467681	SRP028567	GSM1202515		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303642	GEO	sra	SRX332240	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2771	1773	ILLUMINA	2016-07-20	SRR948614	SRS467681	SRP028567	GSM1202515		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303642	GEO	sra	SRX332240	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	3326	2224	ILLUMINA	2016-07-20	SRR948615	SRS467681	SRP028567	GSM1202515		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303635	GEO	sra	SRX332241	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2573	1676	ILLUMINA	2016-07-20	SRR948616	SRS467682	SRP028567	GSM1202516		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303635	GEO	sra	SRX332241	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2688	1755	ILLUMINA	2016-07-20	SRR948617	SRS467682	SRP028567	GSM1202516		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303635	GEO	sra	SRX332241	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2471	1591	ILLUMINA	2016-07-20	SRR948618	SRS467682	SRP028567	GSM1202516		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303635	GEO	sra	SRX332241	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2939	1976	ILLUMINA	2016-07-20	SRR948619	SRS467682	SRP028567	GSM1202516		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303634	GEO	sra	SRX332242	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2893	1875	ILLUMINA	2016-07-20	SRR948620	SRS467683	SRP028567	GSM1202517		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303634	GEO	sra	SRX332242	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	3025	1965	ILLUMINA	2016-07-20	SRR948621	SRS467683	SRP028567	GSM1202517		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303634	GEO	sra	SRX332242	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2769	1772	ILLUMINA	2016-07-20	SRR948622	SRS467683	SRP028567	GSM1202517		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303634	GEO	sra	SRX332242	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	3336	2231	ILLUMINA	2016-07-20	SRR948623	SRS467683	SRP028567	GSM1202517		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303638	GEO	sra	SRX332243	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2778	1794	ILLUMINA	2016-07-20	SRR948624	SRS467684	SRP028567	GSM1202518		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303638	GEO	sra	SRX332243	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2903	1881	ILLUMINA	2016-07-20	SRR948625	SRS467684	SRP028567	GSM1202518		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303638	GEO	sra	SRX332243	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2664	1701	ILLUMINA	2016-07-20	SRR948626	SRS467684	SRP028567	GSM1202518		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303638	GEO	sra	SRX332243	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	3203	2133	ILLUMINA	2016-07-20	SRR948627	SRS467684	SRP028567	GSM1202518		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303636	GEO	sra	SRX332244	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-08	2641	1710	ILLUMINA	2016-07-20	SRR948628	SRS467685	SRP028567	GSM1202519		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303636	GEO	sra	SRX332244	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-08	2759	1792	ILLUMINA	2016-07-20	SRR948629	SRS467685	SRP028567	GSM1202519		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303636	GEO	sra	SRX332244	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-08	2531	1619	ILLUMINA	2016-07-20	SRR948630	SRS467685	SRP028567	GSM1202519		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303636	GEO	sra	SRX332244	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-08	3051	2039	ILLUMINA	2016-07-20	SRR948631	SRS467685	SRP028567	GSM1202519		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303637	GEO	sra	SRX332245	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2825	1832	ILLUMINA	2016-07-20	SRR948632	SRS467686	SRP028567	GSM1202520		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303637	GEO	sra	SRX332245	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2960	1923	ILLUMINA	2016-07-20	SRR948633	SRS467686	SRP028567	GSM1202520		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303637	GEO	sra	SRX332245	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2704	1731	ILLUMINA	2016-07-20	SRR948634	SRS467686	SRP028567	GSM1202520		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303637	GEO	sra	SRX332245	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	3250	2174	ILLUMINA	2016-07-20	SRR948635	SRS467686	SRP028567	GSM1202520		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303641	GEO	sra	SRX332246	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2611	1710	ILLUMINA	2016-07-20	SRR948636	SRS467687	SRP028567	GSM1202521		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303641	GEO	sra	SRX332246	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2720	1786	ILLUMINA	2016-07-20	SRR948637	SRS467687	SRP028567	GSM1202521		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303641	GEO	sra	SRX332246	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2501	1619	ILLUMINA	2016-07-20	SRR948638	SRS467687	SRP028567	GSM1202521		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303641	GEO	sra	SRX332246	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2994	2023	ILLUMINA	2016-07-20	SRR948639	SRS467687	SRP028567	GSM1202521		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303640	GEO	sra	SRX332247	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2777	1813	ILLUMINA	2016-07-20	SRR948640	SRS467688	SRP028567	GSM1202522		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303640	GEO	sra	SRX332247	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2902	1900	ILLUMINA	2016-07-20	SRR948641	SRS467688	SRP028567	GSM1202522		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303640	GEO	sra	SRX332247	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2662	1717	ILLUMINA	2016-07-20	SRR948642	SRS467688	SRP028567	GSM1202522		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303640	GEO	sra	SRX332247	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	3176	2139	ILLUMINA	2016-07-20	SRR948643	SRS467688	SRP028567	GSM1202522		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303643	GEO	sra	SRX332248	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2765	1794	ILLUMINA	2016-07-20	SRR948644	SRS467689	SRP028567	GSM1202523		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303643	GEO	sra	SRX332248	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2888	1877	ILLUMINA	2016-07-20	SRR948645	SRS467689	SRP028567	GSM1202523		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303643	GEO	sra	SRX332248	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2646	1695	ILLUMINA	2016-07-20	SRR948646	SRS467689	SRP028567	GSM1202523		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303643	GEO	sra	SRX332248	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	3199	2141	ILLUMINA	2016-07-20	SRR948647	SRS467689	SRP028567	GSM1202523		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303645	GEO	sra	SRX332249	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2634	1711	ILLUMINA	2016-07-20	SRR948648	SRS467690	SRP028567	GSM1202524		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303645	GEO	sra	SRX332249	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2753	1793	ILLUMINA	2016-07-20	SRR948649	SRS467690	SRP028567	GSM1202524		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303645	GEO	sra	SRX332249	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2525	1621	ILLUMINA	2016-07-20	SRR948650	SRS467690	SRP028567	GSM1202524		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303645	GEO	sra	SRX332249	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2998	2011	ILLUMINA	2016-07-20	SRR948651	SRS467690	SRP028567	GSM1202524		AML patient sample	peripheral blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303644	GEO	sra	SRX332250	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2805	1818	ILLUMINA	2016-07-20	SRR948652	SRS467691	SRP028567	GSM1202525		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303644	GEO	sra	SRX332250	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2931	1905	ILLUMINA	2016-07-20	SRR948653	SRS467691	SRP028567	GSM1202525		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303644	GEO	sra	SRX332250	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2683	1718	ILLUMINA	2016-07-20	SRR948654	SRS467691	SRP028567	GSM1202525		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303644	GEO	sra	SRX332250	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	3241	2168	ILLUMINA	2016-07-20	SRR948655	SRS467691	SRP028567	GSM1202525		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303646	GEO	sra	SRX332251	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-08	2741	1782	ILLUMINA	2016-07-20	SRR948656	SRS467692	SRP028567	GSM1202526		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303646	GEO	sra	SRX332251	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-08	2865	1867	ILLUMINA	2016-07-20	SRR948657	SRS467692	SRP028567	GSM1202526		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303646	GEO	sra	SRX332251	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-08	2624	1685	ILLUMINA	2016-07-20	SRR948658	SRS467692	SRP028567	GSM1202526		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303646	GEO	sra	SRX332251	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-08	3158	2118	ILLUMINA	2016-07-20	SRR948659	SRS467692	SRP028567	GSM1202526		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303647	GEO	sra	SRX332252	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	3056	2242	ILLUMINA	2016-07-20	SRR948660	SRS467693	SRP028567	GSM1202527		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303647	GEO	sra	SRX332252	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	3392	2468	ILLUMINA	2016-07-20	SRR948661	SRS467693	SRP028567	GSM1202527		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303647	GEO	sra	SRX332252	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	2975	2183	ILLUMINA	2016-07-20	SRR948662	SRS467693	SRP028567	GSM1202527		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303647	GEO	sra	SRX332252	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	3196	2350	ILLUMINA	2016-07-20	SRR948663	SRS467693	SRP028567	GSM1202527		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303648	GEO	sra	SRX332253	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	3551	2584	ILLUMINA	2016-07-20	SRR948664	SRS467694	SRP028567	GSM1202528		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303648	GEO	sra	SRX332253	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	3787	2741	ILLUMINA	2016-07-20	SRR948665	SRS467694	SRP028567	GSM1202528		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA214460	SAMN02303648	GEO	sra	SRX332253	0	Illumina HiSeq 2000	PAIRED	cDNA		2013-08-07	3452	2514	ILLUMINA	2016-07-20	SRR948666	SRS467694	SRP028567	GSM1202528		AML patient sample	bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
